uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataEntryRecordID,dataQF
"2b2c9c18-6de3-40f3-8f7c-ab98d6e1db8f","YELL_058.basePlot.vst","2019-09-09","vst_YELL_2019","D12","YELL","YELL_058","21_10_1","NEON.PLA.D12.YELL.01266",,"ok","small tree","Live",1.3,130,,2.0,,,,,,,,,,,,,,,,,,,,,"0000-0001-8893-215X","0000-0001-7471-9462","5bb67a67-8cda-48fb-90a5-7b46e4747f80",
"5065cbf5-4bd5-4817-ba60-54eb3648df21","YELL_058.basePlot.vst","2019-09-09","vst_YELL_2019","D12","YELL","YELL_058","41_10_1","NEON.PLA.D12.YELL.01414",,"ok","small shrub","Standing dead",,,,0.6,,,,0.4,0.2,,"half-sphere",1.2,10,,,,,,,,,,,,"0000-0001-8893-215X","0000-0001-7471-9462","7d1723c6-a95f-44d4-8588-ef5ccfad7dd4",
"11666985-f169-4a5e-a2b9-448551e43d1e","YELL_058.basePlot.vst","2019-09-09","vst_YELL_2019","D12","YELL","YELL_058","21_400","NEON.PLA.D12.YELL.01280",,"ok","single bole tree","Live",34.7,130,,14.7,,,,,,,,,,,,,,,,,,,,,"0000-0001-8893-215X","0000-0001-7471-9462","b1d1ead3-98d5-453a-9799-c0204c1a014e",
"336da728-e3c5-4c96-929a-c38b26d861da","YELL_058.basePlot.vst","2019-09-09","vst_YELL_2019","D12","YELL","YELL_058","41_10_1","NEON.PLA.D12.YELL.01414",,"ok","small shrub","Live",,,,0.6,,,,0.4,0.2,,"half-sphere",2.8,10,,,,,,,,,,,,"0000-0001-8893-215X","0000-0001-7471-9462","e13ecb35-99b6-45ee-98c6-376c7b8ddde7",
"29119bdc-cb86-4c32-adbd-5120076a7989","YELL_058.basePlot.vst","2019-09-09","vst_YELL_2019","D12","YELL","YELL_058","unknown_10_unknown","NEON.PLA.D12.YELL.01263",,"ok","sapling","Live",,,,0.9,,,,,,,,8.2,10,,,,,,,,,,,,"0000-0001-8893-215X","0000-0001-7471-9462","aab12c68-8e33-4ba6-a92a-26a7fec0644e",
"9095c66e-22f2-4e37-9472-599db2cdcb11","YELL_058.basePlot.vst","2019-09-09","vst_YELL_2019","D12","YELL","YELL_058","41_10_1","NEON.PLA.D12.YELL.01410",,"ok","small shrub","Standing dead",,,,0.4,,,,0.5,0.1,,"half-sphere",3.8,10,,,,,,,,,,,,"0000-0001-8893-215X","0000-0001-7471-9462","385a53c9-6233-4e8c-b7be-849cb8e044fd",
"607d59e1-4a9d-4e0d-aaff-299fbd2c048a","YELL_058.basePlot.vst","2019-09-09","vst_YELL_2019","D12","YELL","YELL_058","41_10_1","NEON.PLA.D12.YELL.00790",,"ok","small shrub","Live",,,,0.9,,,,0.7,0.3,,"half-sphere",3.9,10,,,,,,,,,,,,"0000-0001-8893-215X","0000-0001-7471-9462","3bb902b9-a438-4b7a-9b5d-539b16f1ec2d",
"3d43f918-e2db-4938-afea-a9a4f6c81ac7","YELL_058.basePlot.vst","2019-09-09","vst_YELL_2019","D12","YELL","YELL_058","21_10_1","NEON.PLA.D12.YELL.01268",,"ok","sapling","Live",,,,1.8,,,,,,,,1.8,10,,,,,,,,,,,,"0000-0001-8893-215X","0000-0001-7471-9462","e26dd89f-2246-4f4e-968e-b1561bf743ef",
"eed77815-5217-4af7-8ce2-055ca8b20870","YELL_058.basePlot.vst","2019-09-09","vst_YELL_2019","D12","YELL","YELL_058","21_10_1","NEON.PLA.D12.YELL.01272",,"ok","small tree","Live",2.4,130,,3.6,,,,,,,,,,,,,,,,,,,,,"0000-0001-8893-215X","0000-0001-7471-9462","3b7d9637-cd3d-4fe0-a864-4ac06527c77c",
"50998edf-0ab2-46b9-8e43-f78383e87f2f","YELL_058.basePlot.vst","2019-09-09","vst_YELL_2019","D12","YELL","YELL_058","41_10_1","NEON.PLA.D12.YELL.00799",,"ok","small shrub","Live",,,,0.9,,,,0.7,0.3,,"half-sphere",1.9,10,,,,,,,,,,,,"0000-0001-8893-215X","0000-0001-7471-9462","bf0e567d-dcee-456a-9b72-34752618eedc",
