uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataEntryRecordID,dataQF
"0a004ca3-67cb-4486-864b-7c3d4cab3fe0","UNDE_037.basePlot.vst","2019-09-24","vst_UNDE_2019","D05","UNDE","UNDE_037","39_400","NEON.PLA.D05.UNDE.00433",,"ok","single bole tree","Dead, broken bole",18.6,130,,0.4,,0.4,19.2,,,,,,,,,,,,,,,,,"No longer qualifies","0000-0003-3626-6241","0000-0003-2421-1411",,
"139f6294-b2a0-4c6b-92eb-7821d518417e","UNDE_037.basePlot.vst","2019-09-24","vst_UNDE_2019","D05","UNDE","UNDE_037","41_400","NEON.PLA.D05.UNDE.05452",,"ok","single bole tree","Live",11.0,130,,7.3,,,,,,,,,,,,,,,,,,,,,"0000-0003-3626-6241","0000-0003-2421-1411",,
"2f70b77a-06a0-4ef7-8d97-b89efc56a4de","UNDE_037.basePlot.vst","2019-09-24","vst_UNDE_2019","D05","UNDE","UNDE_037","41_400","NEON.PLA.D05.UNDE.02079",,"ok","multi-bole tree","Live",19.5,140,,16.1,,,,,,,,,,,,,,,,,,,,,"0000-0003-3626-6241","0000-0003-2421-1411",,
"6474bd76-7071-49cc-908e-3cb74dacc71d","UNDE_037.basePlot.vst","2019-09-24","vst_UNDE_2019","D05","UNDE","UNDE_037","41_400","NEON.PLA.D05.UNDE.00394",,"ok","multi-bole tree","Live",18.2,130,,18.1,,,,,,,,,,,,,,,,,,,,,"0000-0003-3626-6241","0000-0003-2421-1411",,
"7f53d9a4-296e-4e5b-87b4-2fb061ab1a68","UNDE_037.basePlot.vst","2019-09-24","vst_UNDE_2019","D05","UNDE","UNDE_037","39_400","NEON.PLA.D05.UNDE.00866",,"ok","single bole tree","Live",26.0,130,,18.8,,,,,,,,,,,,,,,,,,,,,"0000-0003-3626-6241","0000-0003-2421-1411",,
"8707b9ce-289a-45ec-877d-035d12fb0e0a","UNDE_037.basePlot.vst","2019-09-24","vst_UNDE_2019","D05","UNDE","UNDE_037","41_400","NEON.PLA.D05.UNDE.01927",,"ok","single bole tree","Live",15.3,130,,12.1,,,,,,,,,,,,,,,,,,,,,"0000-0003-3626-6241","0000-0003-2421-1411",,
"2c38ab19-f719-40e2-b3e0-1de3f6ad9a94","UNDE_037.basePlot.vst","2019-09-24","vst_UNDE_2019","D05","UNDE","UNDE_037","48_10_3","NEON.PLA.D05.UNDE.05426",,"ok","sapling","Live",,,,0.8,,,,,,,,1.4,10,,,,,,,,,,,,"0000-0003-3626-6241","0000-0003-2421-1411",,
"5e32f502-a340-43ef-a0e3-dd086eb8a13e","UNDE_037.basePlot.vst","2019-09-24","vst_UNDE_2019","D05","UNDE","UNDE_037","41_400","NEON.PLA.D05.UNDE.00616",,"ok","single bole tree","Live",11.4,130,,11.4,,,,,,,,,,,,,,,,,,,,,"0000-0003-3626-6241","0000-0003-2421-1411",,
"4b4ae5e0-c580-4505-a2c2-89be36f41f72","UNDE_037.basePlot.vst","2019-09-24","vst_UNDE_2019","D05","UNDE","UNDE_037","39_400","NEON.PLA.D05.UNDE.04182",,"ok","single bole tree","Live, physically damaged",20.6,130,,16.3,,,,,,,,,,,,,,,,,,,,"Insect damage inside physical damage","0000-0003-3626-6241","0000-0003-2421-1411",,
"4f8beaa5-2021-4bc2-aac3-316ac8ef6354","UNDE_037.basePlot.vst","2019-09-24","vst_UNDE_2019","D05","UNDE","UNDE_037","48_10_3","NEON.PLA.D05.UNDE.04186",,"ok","single shrub","Live",1.3,130,,2.2,,,,2.8,2.4,,"inverted cone",1.7,10,0.40,0.30,,,,,,,,,,"0000-0003-3626-6241","0000-0003-2421-1411",,
