uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,tagID,individualID,tagStatus,identificationHistoryID,taxonID,scientificName,taxonRank,identificationReferences,identificationQualifier,morphospeciesID,growthForm,shape,plantStatus,leafNumber,meanLeafLength,meanPetioleLength,meanBladeLength,basalStemDiameter,meanBasalDiameter,stemDiameter,stemLength,measurementHeight,maxCrownDiameter,ninetyCrownDiameter,height,baseCrownHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,canopyPosition,oldPadCount,newPadCount,stemCount,branchCount,meanBranchLength,remarks,measuredBy,recordedBy,dataEntryRecordID
"ac807a2d-e49a-4b42-8a94-70273f82bdf1","UNDE_038.basePlot.vst","2019-08-01","vst_UNDE_2019","D05","UNDE","UNDE_038","24_unknown_2",,"TEMP.PLA.NW.UNDE.2019.38009","notRequired",,"PTAQ","Pteridium aquilinum (L.) Kuhn","species",,,,"fern",,"Live",,,,,0.3,,,,10,,,,,,,,,,,,,,"0000-0001-5549-5889","0000-0002-3044-1400",
"95f9025d-2fe3-46ba-bc37-e48a42af4b19","UNDE_038.basePlot.vst","2019-08-01","vst_UNDE_2019","D05","UNDE","UNDE_038","24_unknown_2",,"TEMP.PLA.NW.UNDE.2019.38017","notRequired",,"PTAQ","Pteridium aquilinum (L.) Kuhn","species",,,,"fern",,"Live, physically damaged",,,,,0.4,,,,10,,,,,,,,,,,,,,"0000-0001-5549-5889","0000-0002-3044-1400",
"de1a0f65-c564-4678-8a79-b4f26f26a783","UNDE_044.basePlot.vst","2019-08-01","vst_UNDE_2019","D05","UNDE","UNDE_044","21_unknown_1",,"TEMP.PLA.NW.UNDE.2019.44013","notRequired",,"DRIN5","Dryopteris intermedia (Muhl. ex Willd.) A. Gray","species",,,,"fern",,"Live",6,51.0,,,,,,,,,,,,,,,,,,,,,"0000-0003-3160-1039","0000-0002-3044-1400",
"7f67498b-94c7-4407-9f3a-0b53b8e5a883","UNDE_044.basePlot.vst","2019-08-01","vst_UNDE_2019","D05","UNDE","UNDE_044","21_unknown_1",,"TEMP.PLA.NW.UNDE.2019.44012","notRequired",,"DRIN5","Dryopteris intermedia (Muhl. ex Willd.) A. Gray","species",,,,"fern",,"Live",6,52.0,,,,,,,,,,,,,,,,,,,,,"0000-0003-3160-1039","0000-0002-3044-1400",
"bc60db34-7578-40fb-8560-f56fe13bc5bb","UNDE_038.basePlot.vst","2019-08-01","vst_UNDE_2019","D05","UNDE","UNDE_038","41_unknown_1",,"TEMP.PLA.NW.UNDE.2019.38072","notRequired",,"OSCI","Osmunda cinnamomea L.","species",,,,"fern",,"Live",6,79.0,,,,,,,,,,,,,,,,,,,,"Frond partially trampled","0000-0001-5549-5889","0000-0002-3044-1400",
"19532a7e-d95a-431b-964d-1e799b6decab","UNDE_038.basePlot.vst","2019-08-01","vst_UNDE_2019","D05","UNDE","UNDE_038","41_unknown_1",,"TEMP.PLA.NW.UNDE.2019.38066","notRequired",,"DRCA11","Dryopteris carthusiana (Vill.) H.P. Fuchs","species",,,,"fern",,"Live",5,45.0,,,,,,,,,,,,,,,,,,,,,"0000-0001-5549-5889","0000-0002-3044-1400",
"517bd5ce-12c0-4b8e-8662-3bf035667f20","UNDE_038.basePlot.vst","2019-08-01","vst_UNDE_2019","D05","UNDE","UNDE_038","41_unknown_1",,"TEMP.PLA.NW.UNDE.2019.38071","notRequired",,"OSCI","Osmunda cinnamomea L.","species",,,,"fern",,"Live",4,58.0,,,,,,,,,,,,,,,,,,,,,"0000-0001-5549-5889","0000-0002-3044-1400",
"97ec322b-36cd-48ce-b270-739c0dc1e402","UNDE_038.basePlot.vst","2019-08-01","vst_UNDE_2019","D05","UNDE","UNDE_038","24_unknown_2",,"TEMP.PLA.NW.UNDE.2019.38021","notRequired",,"PTAQ","Pteridium aquilinum (L.) Kuhn","species",,,,"fern",,"Live",,,,,0.4,,,,10,,,,,,,,,,,,,,"0000-0001-5549-5889","0000-0002-3044-1400",
"c7d85091-cbfe-4670-b172-ff34d79c03e6","UNDE_038.basePlot.vst","2019-08-01","vst_UNDE_2019","D05","UNDE","UNDE_038","41_unknown_1",,"TEMP.PLA.NW.UNDE.2019.38065","notRequired",,"DRCA11","Dryopteris carthusiana (Vill.) H.P. Fuchs","species",,,,"fern",,"Live",2,45.0,,,,,,,,,,,,,,,,,,,,,"0000-0001-5549-5889","0000-0002-3044-1400",
"00ccf0db-16bd-41e8-9356-c40edd88d254","UNDE_038.basePlot.vst","2019-08-01","vst_UNDE_2019","D05","UNDE","UNDE_038","24_unknown_2",,"TEMP.PLA.NW.UNDE.2019.38034","notRequired",,"PTAQ","Pteridium aquilinum (L.) Kuhn","species",,,,"fern",,"Live",,,,,0.3,,,,10,,,,,,,,,,,,,,"0000-0001-5549-5889","0000-0002-3044-1400",
"4805a2fc-001a-4ff0-8a3e-87cf106cba96","UNDE_038.basePlot.vst","2019-08-01","vst_UNDE_2019","D05","UNDE","UNDE_038","24_unknown_2",,"TEMP.PLA.NW.UNDE.2019.38027","notRequired",,"PTAQ","Pteridium aquilinum (L.) Kuhn","species",,,,"fern",,"Live",,,,,0.7,,,,10,,,,,,,,,,,,,,"0000-0001-5549-5889","0000-0002-3044-1400",
"df304cb5-4f50-4fa3-b8df-b48ca96273a5","UNDE_038.basePlot.vst","2019-08-01","vst_UNDE_2019","D05","UNDE","UNDE_038","24_unknown_2",,"TEMP.PLA.NW.UNDE.2019.38043","notRequired",,"PTAQ","Pteridium aquilinum (L.) Kuhn","species",,,,"fern",,"Live",,,,,0.6,,,,10,,,,,,,,,,,,,,"0000-0001-5549-5889","0000-0002-3044-1400",
"0b9af7c6-76a3-404c-babf-4da7c9245b4c","UNDE_038.basePlot.vst","2019-08-01","vst_UNDE_2019","D05","UNDE","UNDE_038","33_unknown_4",,"TEMP.PLA.NW.UNDE.2019.38076","notRequired",,"DRCA11","Dryopteris carthusiana (Vill.) H.P. Fuchs","species",,,,"fern",,"Live",1,31.0,,,,,,,,,,,,,,,,,,,,,"0000-0001-5549-5889","0000-0002-3044-1400",
"cfd1ff28-6885-459e-bc71-f7918d2a22cf","UNDE_044.basePlot.vst","2019-08-01","vst_UNDE_2019","D05","UNDE","UNDE_044","21_unknown_1",,"TEMP.PLA.NW.UNDE.2019.44009","notRequired",,"DRIN5","Dryopteris intermedia (Muhl. ex Willd.) A. Gray","species",,,,"fern",,"Live",11,48.0,,,,,,,,,,,,,,,,,,,,,"0000-0003-3160-1039","0000-0002-3044-1400",
"f4588d21-86da-464e-8b2f-5e5797110e62","UNDE_038.basePlot.vst","2019-08-01","vst_UNDE_2019","D05","UNDE","UNDE_038","51_unknown_4",,"TEMP.PLA.NW.UNDE.2019.38081","notRequired",,"PTAQ","Pteridium aquilinum (L.) Kuhn","species",,,,"fern",,"Live",,,,,0.3,,,,10,,,,,,,,,,,,,,"0000-0001-5549-5889","0000-0002-3044-1400",
"1be5446e-5107-426d-a21e-a68e0ba53563","UNDE_038.basePlot.vst","2019-08-01","vst_UNDE_2019","D05","UNDE","UNDE_038","24_unknown_2",,"TEMP.PLA.NW.UNDE.2019.38033","notRequired",,"PTAQ","Pteridium aquilinum (L.) Kuhn","species",,,,"fern",,"Live",,,,,0.5,,,,10,,,,,,,,,,,,,,"0000-0001-5549-5889","0000-0002-3044-1400",
"20d0c31a-3318-4659-bd01-491b8e91e0fa","UNDE_038.basePlot.vst","2019-08-01","vst_UNDE_2019","D05","UNDE","UNDE_038","33_unknown_4",,"TEMP.PLA.NW.UNDE.2019.38075","notRequired",,"DRIN5","Dryopteris intermedia (Muhl. ex Willd.) A. Gray","species",,,,"fern",,"Live",7,43.0,,,,,,,,,,,,,,,,,,,,,"0000-0001-5549-5889","0000-0002-3044-1400",
"000c2aa2-9b87-41a2-beb2-c3625ae0e93a","UNDE_038.basePlot.vst","2019-08-01","vst_UNDE_2019","D05","UNDE","UNDE_038","24_unknown_2",,"TEMP.PLA.NW.UNDE.2019.38055","notRequired",,"PTAQ","Pteridium aquilinum (L.) Kuhn","species",,,,"fern",,"Live",,,,,0.3,,,,10,,,,,,,,,,,,,,"0000-0001-5549-5889","0000-0002-3044-1400",
