uid,namedLocation,date,nonwoodyCollectDate,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,samplingImpractical,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,woodyTargetTaxaPresent,nonWoodyTargetTaxaPresent,treesPresent,shrubsPresent,lianasPresent,cactiPresent,fernsPresent,yuccasPresent,palmsPresent,ocotillosPresent,xerophyllumPresent,treeFernsPresent,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,nestedSubplotAreaFerns,nestedSubplotAreaOther,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,totalSampledAreaFerns,totalSampledAreaOther,remarks,measuredBy,recordedBy,dataQF
"305acf5a-aaff-41c4-bdc5-ca422d50c0ce","HARV_043.basePlot.vst","2014-08-01",,"D01","HARV","HARV_043","tower","evergreenForest",42.541027,-72.176583,"WGS84",20.1,731845.73,4713712.60,"18N",354.4,0.2,,"vst_HARV_2014",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,,"noneSelected","noneSelected",,"noneSelected",800,800,800,,800,,"D01JRS08",,"legacyData"
"815f8dbe-7b18-4aa4-8354-c524f008eef0","HARV_035.basePlot.vst","2014-08-01",,"D01","HARV","HARV_035","tower","evergreenForest",42.539966,-72.178072,"WGS84",20.2,731727.38,4713590.70,"18N",365.8,0.3,,"vst_HARV_2014",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,,"noneSelected","noneSelected",,"noneSelected",800,800,800,,800,,"D01GMV31",,"legacyData"
"5f7cf133-0b57-4537-948c-cf0ba72050e0","HARV_037.basePlot.vst","2014-08-04",,"D01","HARV","HARV_037","tower","evergreenForest",42.537308,-72.179312,"WGS84",20.1,731635.38,4713292.13,"18N",361.9,0.2,,"vst_HARV_2014",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,,"noneSelected","noneSelected",,"noneSelected",800,800,800,,800,,"D01SN112",,"legacyData"
"bc7de8c4-789a-4e17-967c-fd8aa8772701","HARV_020.basePlot.vst","2014-08-04",,"D01","HARV","HARV_020","distributed","woodyWetlands",42.436767,-72.228878,"WGS84",20.2,727929.75,4701992.66,"18N",225.4,0.3,,"vst_HARV_2014",,,"31_100|32_100|40_100|41_100","NEON.DOC.000987vD",,,,,,,,,,,,,,"noneSelected","noneSelected",,"1",400,400,400,,8,"QC: NO ERRORS","D01EJH18",,"legacyData"
"62a9c44e-485b-44b1-bdd8-43dc0c153dec","HARV_023.basePlot.vst","2014-08-04",,"D01","HARV","HARV_023","distributed","evergreenForest",42.414314,-72.226622,"WGS84",20.2,728196.81,4699505.34,"18N",170.4,0.2,,"vst_HARV_2014",,,"31_100|32_100|40_100|41_100","NEON.DOC.000987vD",,,,,,,,,,,,,,"10","noneSelected",,"noneSelected",400,80,400,,400,"QC: NO ERRORS","D01EJH18",,"legacyData"
"ce7a8868-275b-4386-b63b-96ce0da5c9c9","HARV_014.basePlot.vst","2014-08-05",,"D01","HARV","HARV_014","distributed","mixedForest",42.471449,-72.265709,"WGS84",20.1,724775.96,4705745.78,"18N",199.4,0.2,,"vst_HARV_2014",,,"31_100|32_100|40_100|41_100","NEON.DOC.000987vD",,,,,,,,,,,,,,"10","noneSelected",,"noneSelected",400,80,400,,400,"QC: NO ERRORS","D01DRC25",,"legacyData"
"cef8b935-9475-43e8-8b77-3ad10c8a7626","HARV_011.basePlot.vst","2014-08-06",,"D01","HARV","HARV_011","distributed","deciduousForest",42.455924,-72.238278,"WGS84",20.3,727087.27,4704094.82,"18N",231.5,0.4,,"vst_HARV_2014",,,"31_100|32_100|40_100|41_100","NEON.DOC.000987vD",,,,,,,,,,,,,,"noneSelected","noneSelected",,"noneSelected",400,400,400,,400,,"D01SNI12",,"legacyData"
"9c7878e7-52b1-4796-aee7-eb5c65f42e02","HARV_025.basePlot.vst","2014-08-06",,"D01","HARV","HARV_025","distributed","mixedForest",42.475428,-72.273927,"WGS84",20.2,724086.14,4706165.89,"18N",179.6,0.5,,"vst_HARV_2014",,,"31_100|32_100|40_100|41_100","NEON.DOC.000987vD",,,,,,,,,,,,,,"noneSelected","noneSelected",,"noneSelected",400,400,400,,400,,"D01KAK22",,"legacyData"
"97974f88-96fe-4140-9e5d-65bb21e89fdf","HARV_002.basePlot.vst","2014-08-07",,"D01","HARV","HARV_002","distributed","deciduousForest",42.478565,-72.259572,"WGS84",20.1,725254.96,4706552.29,"18N",193.6,0.1,,"vst_HARV_2014",,,"31_100|32_100|40_100|41_100","NEON.DOC.000987vD",,,,,,,,,,,,,,"noneSelected","noneSelected",,"noneSelected",400,400,400,,400,"trees mapped with compass so accuracy to nearest degree QC: no error EM","D01CEG10",,"legacyData"
"e2d599aa-72de-4b73-a514-e49d6c8ed264","HARV_012.basePlot.vst","2014-08-07",,"D01","HARV","HARV_012","distributed","deciduousForest",42.429486,-72.239802,"WGS84",20.2,727057.47,4701154.83,"18N",233.3,0.2,,"vst_HARV_2014",,,"31_100|32_100|40_100|41_100","NEON.DOC.000987vD",,,,,,,,,,,,,,"10","noneSelected",,"noneSelected",400,80,400,,400,"QC: NO ERRORS","D01KAK22",,"legacyData"
