uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataEntryRecordID,dataQF
"72fdc29e-f582-40c1-bdb1-25c098dbc421","BART_075.basePlot.vst","2017-09-06","vst_BART_2017","D01","BART","BART_075","41_400","NEON.PLA.D01.BART.03157",,"ok","single bole tree","Live, disease damaged",15.9,130,,11.3,,,,,,,,,,,,,,,,,,,,"Beech bark disease.","jbreault@field-ops.org","ramundson@field-ops.org",,"legacyData"
"79dffa69-bac6-4ba5-a5cf-76830b229fc1","BART_075.basePlot.vst","2017-09-06","vst_BART_2017","D01","BART","BART_075","41_400","NEON.PLA.D01.BART.03264",,"ok","single bole tree","Live",44.7,130,,20.2,,,,,,,,,,,,,,,,,,,,,"jbreault@field-ops.org","ramundson@field-ops.org",,"legacyData"
"3ec8069b-2987-4ff3-b2c8-3a06e1532023","BART_075.basePlot.vst","2017-09-06","vst_BART_2017","D01","BART","BART_075","41_400","NEON.PLA.D01.BART.04001",,"ok","single bole tree","Live",52.0,130,,20.8,,,,,,,,,,,,,,,,,,,,,"jbreault@field-ops.org","ramundson@field-ops.org",,"legacyData"
"76aeb166-5880-47af-a43c-6ef6e0efc24a","BART_075.basePlot.vst","2017-09-06","vst_BART_2017","D01","BART","BART_075","41_400","NEON.PLA.D01.BART.03268A",,"ok","multi-bole tree","Live",13.1,130,,,,,,,,,,,,,,,,,,,,,,,"jbreault@field-ops.org","ramundson@field-ops.org",,"legacyData"
"cbf486ef-8247-4b1c-989d-ce52882e1f81","BART_075.basePlot.vst","2017-09-06","vst_BART_2017","D01","BART","BART_075","51_100","NEON.PLA.D01.BART.03121",,,"small tree","Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,"Not measured in 2016 and 2017.","jbreault@field-ops.org","ramundson@field-ops.org",,"legacyData"
"7bc68a58-bf11-4a44-93f6-5963900eda9f","BART_075.basePlot.vst","2017-09-06","vst_BART_2017","D01","BART","BART_075","51_100","NEON.PLA.D01.BART.03125",,"ok","sapling","Live, disease damaged",,,,1.0,,,,,,,,1.1,10,,,,,,,,,,,"Has beech bark disease on the bole.","jbreault@field-ops.org","ramundson@field-ops.org",,"legacyData"
"3b91c89a-bf3b-41a2-a505-442a0a90898f","BART_075.basePlot.vst","2017-09-06","vst_BART_2017","D01","BART","BART_075","33_100","NEON.PLA.D01.BART.03259",,,"sapling","Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,"Not found in 2016 and 2017.","jbreault@field-ops.org","ramundson@field-ops.org",,"legacyData"
"efd09ee2-7d4d-4bfd-b4b3-c4dd0dfeed88","BART_075.basePlot.vst","2017-09-06","vst_BART_2017","D01","BART","BART_075","41_100","NEON.PLA.D01.BART.03164",,"ok","small tree","Live",9.3,130,,11.5,,,,,,,,,,,,,,,,,,,,,"jbreault@field-ops.org","ramundson@field-ops.org",,"legacyData"
"2874c53b-ba4a-4f21-8653-cbd94bde19b8","BART_075.basePlot.vst","2017-09-06","vst_BART_2017","D01","BART","BART_075","41_400","NEON.PLA.D01.BART.03281",,"ok","single bole tree","Live",13.2,130,,9.5,,,,,,,,,,,,,,,,,,,,,"jbreault@field-ops.org","ramundson@field-ops.org",,"legacyData"
"79f23a88-2911-45c8-a294-e76e9d13936e","BART_075.basePlot.vst","2017-09-06","vst_BART_2017","D01","BART","BART_075","33_100","NEON.PLA.D01.BART.03293",,"ok","small tree","Live",3.8,130,,3.3,,,,,,,,,,,,,,,,,,,,,"jbreault@field-ops.org","ramundson@field-ops.org",,"legacyData"
