uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataEntryRecordID,dataQF
"0048d8f7-903c-4d59-a394-f3f0ddcdc986","BART_073.basePlot.vst","2018-08-15","vst_BART_2018","D01","BART","BART_073","33_25_4","NEON.PLA.D01.BART.03914",,"ok","sapling","Live, broken bole",,,,1.2,,0.2,2.4,,,,,2.8,10,,,,,,,,,,,"Beech bark disease on the bole. Unknown cause of break","scook@battelleecology.org","jwebber@field-ops.org",,
"132cba7e-8edf-4725-82eb-b4c91a14709f","BART_073.basePlot.vst","2018-08-15","vst_BART_2018","D01","BART","BART_073","23_400","NEON.PLA.D01.BART.03680",,"ok","single bole tree","Live",21.8,130,,12.8,,,,,,,,,,,,,,,,,,,,,"scook@battelleecology.org","jwebber@field-ops.org",,
"2b95c9c4-238a-4d99-9400-9009bebd65ea","BART_073.basePlot.vst","2018-08-15","vst_BART_2018","D01","BART","BART_073","39_400","NEON.PLA.D01.BART.00994A",,"ok","multi-bole tree","Live, disease damaged",6.1,130,,,,,,,,,,,,,,,,,,,,,,"Beech bark disease on the bole.","scook@battelleecology.org","jwebber@field-ops.org",,
"d0e3d6ba-2a4c-468a-9460-f4d0912e7da3","BART_073.basePlot.vst","2018-08-15","vst_BART_2018","D01","BART","BART_073","33_25_4","NEON.PLA.D01.BART.03910",,"ok","small tree","Standing dead",2.3,130,,2.7,,,,,,,,,,,,,,,,,,,,"Beech bark disease on the bole. Death possibly caused by beach bark disease","scook@battelleecology.org","jwebber@field-ops.org",,
"af436286-bfc8-4005-bf63-81d02d1c96db","BART_073.basePlot.vst","2018-08-15","vst_BART_2018","D01","BART","BART_073","33_25_4","NEON.PLA.D01.BART.04625",,"ok","sapling","Live",,,,0.7,,,,,,,,1.7,10,,,,,,,,,,,,"scook@battelleecology.org","jwebber@field-ops.org",,
"250eaf0d-6fb2-41be-a11e-45b4d409f102","BART_073.basePlot.vst","2018-08-15","vst_BART_2018","D01","BART","BART_073","39_400","NEON.PLA.D01.BART.03918",,"ok","multi-bole tree","Live",26.7,130,,19.0,,,,,,,,,,,,,,,,,,,,,"scook@battelleecology.org","jwebber@field-ops.org",,
"c7ffd3f6-e717-476b-a652-892a57dcfaa3","BART_073.basePlot.vst","2018-08-15","vst_BART_2018","D01","BART","BART_073","24_25_2","NEON.PLA.D01.BART.04761",,"ok","small tree","Live, disease damaged",1.2,130,,2.4,,,,,,,,,,,,,,,,,,,,"Beech bark disease on the bole.","scook@battelleecology.org","jwebber@field-ops.org",,
"fc004c73-c50e-49c9-9b8f-f1a441ca2ccd","BART_073.basePlot.vst","2018-08-15","vst_BART_2018","D01","BART","BART_073","23_400","NEON.PLA.D01.BART.03675",,"ok","single bole tree","Live",17.4,130,,14.4,,,,,,,,,,,,,,,,,,,,,"scook@battelleecology.org","jwebber@field-ops.org",,
"e4e5c7aa-f59c-468c-b2e5-a8df23381ffe","BART_073.basePlot.vst","2018-08-15","vst_BART_2018","D01","BART","BART_073","23_400","NEON.PLA.D01.BART.03660",,"ok","single bole tree","Live",10.5,130,,9.7,,,,,,,,,,,,,,,,,,,,,"scook@battelleecology.org","jwebber@field-ops.org",,
"8c0638b4-f10d-4b16-8323-de275e60d86a","BART_073.basePlot.vst","2018-08-15","vst_BART_2018","D01","BART","BART_073","24_25_2","NEON.PLA.D01.BART.03686",,"ok","sapling","Live, physically damaged",,,,1.0,,,,,,,,1.8,10,,,,,,,,,,,"Beech bark disease on the bole. Dead branch possibly caused by beech bark disease","scook@battelleecology.org","jwebber@field-ops.org",,
