uid,namedLocation,date,nonwoodyCollectDate,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,samplingImpractical,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,woodyTargetTaxaPresent,nonWoodyTargetTaxaPresent,treesPresent,shrubsPresent,lianasPresent,cactiPresent,fernsPresent,yuccasPresent,palmsPresent,ocotillosPresent,xerophyllumPresent,treeFernsPresent,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,nestedSubplotAreaFerns,nestedSubplotAreaOther,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,totalSampledAreaFerns,totalSampledAreaOther,remarks,measuredBy,recordedBy,dataQF
"cc49bf8d-59d5-4341-adf2-de1918056499","UNDE_037.basePlot.vst","2022-08-01",,"D05","UNDE","UNDE_037","tower","mixedForest",46.231276,-89.541941,"WGS84",20.2,303995.99,5122885.15,"16N",524.4,0.2,"OK","vst_UNDE_2022","allTowerPlots","allGrowthForms","39_400|41_400","NEON.DOC.000987vJ","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected","100","100",800,100,800,100,100,"Nested subplot size increased to 25 m ^2",,,
"6706d1d3-a463-4065-81c3-b618746ac9b0","UNDE_044.basePlot.vst","2022-08-02",,"D05","UNDE","UNDE_044","tower","mixedForest",46.231744,-89.532640,"WGS84",20.3,304714.81,5122914.20,"16N",507.4,0.4,"OK","vst_UNDE_2022","allTowerPlots","allGrowthForms","21_400|39_400","NEON.DOC.000987vJ","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected","10","10",800,100,800,100,100,,,,
"af1c6b3a-d8e8-43aa-83a0-ab286696a37e","UNDE_045.basePlot.vst","2022-08-02",,"D05","UNDE","UNDE_045","tower","deciduousForest",46.233222,-89.539694,"WGS84",20.3,304176.17,5123095.81,"16N",521.2,0.4,"OK","vst_UNDE_2022","allTowerPlots","allGrowthForms","39_400|41_400","NEON.DOC.000987vJ","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected","25","25",800,100,800,100,100,,,,
"fb331b0c-4b38-4c8c-9c21-20693dd77ee3","UNDE_047.basePlot.vst","2022-08-02",,"D05","UNDE","UNDE_047","tower","deciduousForest",46.232770,-89.536561,"WGS84",20.2,304416.13,5123037.86,"16N",509.8,0.3,"OK","vst_UNDE_2022","allTowerPlots","allGrowthForms","21_400|39_400","NEON.DOC.000987vJ","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected","10","10",800,100,800,100,100,"Nested subplot 39.3 for ferns is less than 100 m^2 due to overlapping border between 39.3 and 39.1. Many woody individuals have a decrease in diameter; this is due to a combination of protocol changes and changes in measurement height between now and last bout (2018).",,,
"91c55782-953f-43ef-909e-9e9388ec1b86","UNDE_050.basePlot.vst","2022-08-02",,"D05","UNDE","UNDE_050","tower","deciduousForest",46.229500,-89.537992,"WGS84",20.2,304294.16,5122678.07,"16N",513.0,0.2,"OK","vst_UNDE_2022","allTowerPlots","allGrowthForms","21_400|39_400","NEON.DOC.000987vJ","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected","10","10",800,100,800,40,40,,,,
"081bbccf-d08b-49c7-8bd4-18ecc60e418a","UNDE_043.basePlot.vst","2022-08-02",,"D05","UNDE","UNDE_043","tower","deciduousForest",46.234247,-89.542459,"WGS84",20.2,303966.63,5123216.53,"16N",525.7,0.3,"OK","vst_UNDE_2022","allTowerPlots","allGrowthForms","23_400|39_400","NEON.DOC.000987vJ","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected","10","10",800,100,800,40,40,"Changed nested subplot size for ferns to 10 square meters",,,
"f009be28-317a-403a-8e97-b570704eb169","UNDE_057.basePlot.vst","2022-08-03",,"D05","UNDE","UNDE_057","tower","woodyWetlands",46.234299,-89.540913,"WGS84",20.2,304086.02,5123218.48,"16N",516.0,0.2,"OK","vst_UNDE_2022","allTowerPlots","allGrowthForms","21_400|23_400","NEON.DOC.000987vJ","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"100","noneSelected","10","10",800,100,800,100,100,,,,
"6838ef3c-12af-4b24-a0d1-4c2c51def025","UNDE_065.basePlot.vst","2022-08-03",,"D05","UNDE","UNDE_065","tower","mixedForest",46.236329,-89.533647,"WGS84",20.2,304653.44,5123426.10,"16N",516.4,0.3,"OK","vst_UNDE_2022","allTowerPlots","allGrowthForms","21_400|23_400","NEON.DOC.000987vJ","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"10","noneSelected","100","100",800,100,800,100,100,,,,
"40595904-81f7-4dc8-ba7c-f870029c5eb9","UNDE_048.basePlot.vst","2022-08-03",,"D05","UNDE","UNDE_048","tower","mixedForest",46.232136,-89.540445,"WGS84",20.1,304114.40,5122977.00,"16N",526.9,0.2,"OK","vst_UNDE_2022","allTowerPlots","allGrowthForms","39_400|41_400","NEON.DOC.000987vJ","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected","25","25",800,100,800,100,100,,,,
"06fe5102-1c18-4fe6-9d02-47e812928d99","UNDE_038.basePlot.vst","2022-08-03",,"D05","UNDE","UNDE_038","tower","woodyWetlands",46.232249,-89.534573,"WGS84",20.3,304567.56,5122975.07,"16N",505.5,0.4,"OK","vst_UNDE_2022","allTowerPlots","allGrowthForms","23_400|41_400","NEON.DOC.000987vJ","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N",,"25","noneSelected","10","10",800,100,800,100,100,,,,
