uid,namedLocation,date,nonwoodyCollectDate,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,samplingImpractical,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,woodyTargetTaxaPresent,nonWoodyTargetTaxaPresent,treesPresent,shrubsPresent,lianasPresent,cactiPresent,fernsPresent,yuccasPresent,palmsPresent,ocotillosPresent,xerophyllumPresent,treeFernsPresent,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,nestedSubplotAreaFerns,nestedSubplotAreaOther,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,totalSampledAreaFerns,totalSampledAreaOther,remarks,measuredBy,recordedBy,dataQF
"8cd72bd9-3632-4db2-9b9c-c7e0c43e7056","YELL_054.basePlot.vst","2021-09-01",,"D12","YELL","YELL_054","tower","mixedForest",44.953436,-110.537032,"WGS84",20.1,536518.50,4977881.99,"12N",2136.7,0.1,"OK","vst_YELL_2021","allTowerPlots","allGrowthForms","39_400|41_400","NEON.DOC.000987vJ","Y","Y","N","Y","Y","N","N","N","N","N","N","N",,"10","noneSelected","noneSelected","noneSelected",800,100,800,800,800,,,,
"8c602409-75ff-4368-ab8c-7eb6e77318b4","YELL_052.basePlot.vst","2021-09-01",,"D12","YELL","YELL_052","tower","evergreenForest",44.954799,-110.539286,"WGS84",20.2,536339.85,4978032.39,"12N",2125.7,0.3,"OK","vst_YELL_2021","allTowerPlots","allGrowthForms","21_400|41_400","NEON.DOC.000987vJ","Y","Y","N","Y","Y","N","N","N","N","N","N","N",,"100","noneSelected","noneSelected","noneSelected",800,100,800,800,800,,,,
"f8922d01-e780-43a1-b1b1-410c8cc59a12","YELL_061.basePlot.vst","2021-09-01",,"D12","YELL","YELL_061","tower","evergreenForest",44.953449,-110.540441,"WGS84",20.1,536249.60,4977881.91,"12N",2122.6,0.1,"OK","vst_YELL_2021","allTowerPlots","allGrowthForms","21_400|41_400","NEON.DOC.000987vJ","Y","Y","N","Y","Y","N","N","N","N","N","N","N",,"10","noneSelected","noneSelected","noneSelected",800,40,800,800,800,,,,
"460e8a53-31dc-4c49-a904-30b8bd2d6b89","YELL_055.basePlot.vst","2021-09-01",,"D12","YELL","YELL_055","tower","evergreenForest",44.954526,-110.537775,"WGS84",20.1,536459.21,4978002.74,"12N",2127.6,0.1,"OK","vst_YELL_2021","allTowerPlots","allGrowthForms","39_400|41_400","NEON.DOC.000987vJ","Y","Y","N","Y","Y","N","N","N","N","N","N","N",,"25","noneSelected","noneSelected","noneSelected",800,100,800,800,800,,,,
"1cb690d5-648e-4692-8e27-4b76b3b9370c","YELL_059.basePlot.vst","2021-09-01",,"D12","YELL","YELL_059","tower","evergreenForest",44.952375,-110.540065,"WGS84",20.1,536279.93,4977762.77,"12N",2137.8,0.1,"OK","vst_YELL_2021","allTowerPlots","allGrowthForms","21_400|23_400","NEON.DOC.000987vJ","Y","Y","N","Y","Y","N","N","N","N","N","N","N",,"100","noneSelected","noneSelected","noneSelected",800,400,800,800,800,,,,
"be3433eb-9f56-4a5a-b969-2358521a31a1","YELL_050.basePlot.vst","2021-09-01",,"D12","YELL","YELL_050","tower","evergreenForest",44.955080,-110.543079,"WGS84",20.1,536040.49,4978061.92,"12N",2118.0,0.2,"OK","vst_YELL_2021","allTowerPlots","allGrowthForms","21_400|23_400","NEON.DOC.000987vJ","Y","Y","N","Y","Y","N","N","N","N","N","N","N",,"25","noneSelected","noneSelected","noneSelected",800,100,800,800,800,,,,
"675752d4-eab8-4b18-b239-1d9c1be47088","YELL_058.basePlot.vst","2021-09-01",,"D12","YELL","YELL_058","tower","shrubScrub",44.954246,-110.535871,"WGS84",20.1,536609.57,4977972.50,"12N",2130.0,0.1,"OK","vst_YELL_2021","allTowerPlots","allGrowthForms","21_400|41_400","NEON.DOC.000987vJ","Y","Y","N","Y","Y","N","N","N","N","N","N","N",,"10","noneSelected","noneSelected","noneSelected",800,40,800,800,800,,,,
"424ec753-cba2-4e8b-a24f-5c4c4521f497","YELL_053.basePlot.vst","2021-09-01",,"D12","YELL","YELL_053","tower","grasslandHerbaceous",44.949928,-110.537804,"WGS84",20.1,536459.83,4977491.96,"12N",2145.9,0.1,"OK","vst_YELL_2021","allTowerPlots","allGrowthForms","21_400|23_400","NEON.DOC.000987vJ","Y","Y","N","Y","Y","N","N","N","N","N","N","N",,"25","noneSelected","noneSelected","noneSelected",800,100,800,800,800,,,,
"7eaedc71-d977-4375-ba4f-62aef3fdca97","YELL_056.basePlot.vst","2021-09-01",,"D12","YELL","YELL_056","tower","evergreenForest",44.951268,-110.534349,"WGS84",20.1,536731.52,4977642.37,"12N",2152.9,0.2,"OK","vst_YELL_2021","allTowerPlots","allGrowthForms","21_400|39_400","NEON.DOC.000987vJ","Y","Y","N","Y","Y","N","N","N","N","N","N","N",,"10","noneSelected","noneSelected","noneSelected",800,40,800,800,800,,,,
"d25c4b72-d411-42ee-811e-54e525b08be9","YELL_060.basePlot.vst","2021-09-01",,"D12","YELL","YELL_060","tower","evergreenForest",44.954011,-110.543091,"WGS84",20.1,536040.22,4977943.16,"12N",2127.3,0.2,"OK","vst_YELL_2021","allTowerPlots","allGrowthForms","21_400|41_400","NEON.DOC.000987vJ","Y","Y","N","Y","Y","N","N","N","N","N","N","N",,"100","noneSelected","noneSelected","noneSelected",800,400,800,800,800,,,,
"33bd278c-f14b-4cf3-b437-1eec91eda57b","YELL_057.basePlot.vst","2021-09-01",,"D12","YELL","YELL_057","tower","evergreenForest",44.955360,-110.544609,"WGS84",20.1,535919.64,4978092.34,"12N",2115.9,0.1,"OK","vst_YELL_2021","allTowerPlots","allGrowthForms","21_400|41_400","NEON.DOC.000987vJ","Y","Y","N","Y","Y","N","N","N","N","N","N","N",,"10","noneSelected","noneSelected","noneSelected",800,40,800,800,800,,,,
"0e350c7f-8472-407c-8c17-f07ba6d12238","YELL_062.basePlot.vst","2021-09-01",,"D12","YELL","YELL_062","tower","evergreenForest",44.952359,-110.537020,"WGS84",20.1,536520.13,4977762.36,"12N",2140.8,0.1,"OK","vst_YELL_2021","allTowerPlots","allGrowthForms","21_400|23_400","NEON.DOC.000987vJ","Y","Y","N","Y","Y","N","N","N","N","N","N","N",,"25","noneSelected","noneSelected","noneSelected",800,100,800,800,800,,,,
