uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataEntryRecordID,dataQF
"bea53e3d-ea3d-43ec-bed2-1cad792e4c73","HARV_035.basePlot.vst","2018-10-01","vst_HARV_2018","D01","HARV","HARV_035","23_400","NEON.PLA.D01.HARV.04095",,"ok","single bole tree","Live, insect damaged",13.1,130,,9.0,,,,,,,,,,,,,,,,,,,,"Woolly adelgid","gvanscoy@field-ops.org","Mbara@battelleecology.org",,
"a575f09c-94e0-4b93-9b51-4828eda4b96d","HARV_035.basePlot.vst","2018-10-01","vst_HARV_2018","D01","HARV","HARV_035","23_400","NEON.PLA.D01.HARV.04087",,"ok","multi-bole tree","Live",26.0,130,,16.7,,,,,,,,,,,,,,,,,,,,,"gvanscoy@field-ops.org","Mbara@battelleecology.org",,
"90c0c5a9-93f2-4c9b-bec1-95370de14de9","HARV_035.basePlot.vst","2018-10-01","vst_HARV_2018","D01","HARV","HARV_035","23_400","NEON.PLA.D01.HARV.10008",,"ok","small tree","Standing dead",2.4,130,,2.4,,,,,,,,,,,,,,,,,,,,"Woolly adelgid","gvanscoy@field-ops.org","Mbara@battelleecology.org",,
"025ea2d8-2822-44ce-a06f-f38d9a8c5200","HARV_035.basePlot.vst","2018-10-01","vst_HARV_2018","D01","HARV","HARV_035","23_400","NEON.PLA.D01.HARV.04809",,"ok","single bole tree","Live, insect damaged",35.0,130,,16.2,,,,,,,,,,,,,,,,,,,,"Woolly adelgid","gvanscoy@field-ops.org","Mbara@battelleecology.org",,
"e99e4534-6139-4a21-8a44-be453ff3ea73","HARV_035.basePlot.vst","2018-10-01","vst_HARV_2018","D01","HARV","HARV_035","21_400","NEON.PLA.D01.HARV.04559",,"ok","single bole tree","Live, insect damaged",16.9,130,,9.2,,,,,,,,,,,,,,,,,,,,"Woolly adelgid","gvanscoy@field-ops.org","Mbara@battelleecology.org",,
"4308b62f-0cc7-4762-8572-2fdf2e36138e","HARV_035.basePlot.vst","2018-10-01","vst_HARV_2018","D01","HARV","HARV_035","23_400","NEON.PLA.D01.HARV.02601",,"ok",,"No longer qualifies",,,,,,,,,,,,,,,,,,,,,,,,"Bole broke off of base","gvanscoy@field-ops.org","Mbara@battelleecology.org",,
"a4198688-bd22-4abf-bed5-b83d5ca04af6","HARV_035.basePlot.vst","2018-10-01","vst_HARV_2018","D01","HARV","HARV_035","23_400","NEON.PLA.D01.HARV.02450",,"ok","small tree","Live, insect damaged",4.2,130,,7.1,,,,,,,,,,,,,,,,,,,,"Woolly adelgid","gvanscoy@field-ops.org","Mbara@battelleecology.org",,
"1e41723f-4659-4617-a161-1201cbea57f0","HARV_035.basePlot.vst","2018-10-01","vst_HARV_2018","D01","HARV","HARV_035","21_400","NEON.PLA.D01.HARV.04682",,"ok","small tree","Live, insect damaged",5.9,130,,7.2,,,,,,,,,,,,,,,,,,,,"Hemlock woolly adelgid","gvanscoy@field-ops.org","Mbara@battelleecology.org",,
"8e573944-097e-469f-a4f8-80cfc2c7224d","HARV_035.basePlot.vst","2018-10-01","vst_HARV_2018","D01","HARV","HARV_035","23_400","NEON.PLA.D01.HARV.04075",,"ok","single bole tree","Live, insect damaged",13.0,130,,10.3,,,,,,,,,,,,,,,,,,,,"Woolly adelgid","gvanscoy@field-ops.org","Mbara@battelleecology.org",,
"d1b7e621-4e3b-401e-a21b-739fdb70ba32","HARV_035.basePlot.vst","2018-10-01","vst_HARV_2018","D01","HARV","HARV_035","23_400","NEON.PLA.D01.HARV.04590",,"ok","small tree","Live, insect damaged",4.2,130,,3.4,,,,,,,,,,,,,,,,,,,,"Woolly adelgid","gvanscoy@field-ops.org","Mbara@battelleecology.org",,
"4fedd2fb-098f-4d51-8343-16c12d806fc5","HARV_035.basePlot.vst","2018-10-01","vst_HARV_2018","D01","HARV","HARV_035","21_400","NEON.PLA.D01.HARV.04675",,"ok","small tree","Standing dead",1.4,130,,2.0,,,,,,,,,,,,,,,,,,,,"Death possibly caused by hemlock woolly adelgid","gvanscoy@field-ops.org","Mbara@battelleecology.org",,
