uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataEntryRecordID,dataQF
"7dd944ba-9acb-4ddd-a05a-a373f07d7ced","BART_025.basePlot.vst","2016-10-17","vst_BART_2016","D01","BART","BART_025","32_100","NEON.PLA.D01.BART.00412A",,"ok","multi-bole tree","Dead, broken bole",30.5,130,,2.8,,2.8,29.0,,,,,,,,,,,,,,,,,"unknown cause of death","jwebber@field-ops.org","chines@field-ops.org",,"legacyData"
"8f9fe530-8c36-4b54-ac2f-142c7930b76e","BART_025.basePlot.vst","2016-10-17","vst_BART_2016","D01","BART","BART_025","41_10_4","NEON.PLA.D01.BART.01759",,"ok","sapling","Live",,,,1.2,,,,,,,,1.1,10,,,,,,,,,,,,"jwebber@field-ops.org","chines@field-ops.org",,"legacyData"
"0cd9932c-d2db-4993-a4cf-60f0c763312a","BART_011.basePlot.vst","2016-10-17","vst_BART_2016","D01","BART","BART_011","41_10_4","NEON.PLA.D01.BART.05789",,"ok","small tree","Live, disease damaged",1.7,130,,1.6,,,,,,,,,,,,,,,,,,,,"bent bole almost broken by fallen tree","mday@field-ops.org","Ramundson@field-ops.org",,"legacyData"
"a2429290-5c32-400d-b8c4-91416227cba9","BART_011.basePlot.vst","2016-10-17","vst_BART_2016","D01","BART","BART_011","31_100","NEON.PLA.D01.BART.00435",,"ok","single bole tree","Live",24.7,130,,16.7,,,,5.8,5.0,"Open grown",,,,,,,,,,,,,,,"mday@field-ops.org","Ramundson@field-ops.org",,"legacyData"
"552ed6fb-9378-4dff-a458-04deb7362b6a","BART_011.basePlot.vst","2016-10-17","vst_BART_2016","D01","BART","BART_011","32_10_2","NEON.PLA.D01.BART.02454",,"ok","small tree","Live",5.5,130,,4.4,,,,,,,,,,,,,,,,,,,,,"mday@field-ops.org","Ramundson@field-ops.org",,"legacyData"
"357c4d28-0b34-480d-8e20-cd76685b9497","BART_011.basePlot.vst","2016-10-17","vst_BART_2016","D01","BART","BART_011","32_10_2","NEON.PLA.D01.BART.02455",,"ok","sapling","Live",,,,1.0,,,,,,,,1.6,10,,,,,,,,,,,,"mday@field-ops.org","Ramundson@field-ops.org",,"legacyData"
"bc0bcc99-dc79-40be-9e61-6225c7154208","BART_011.basePlot.vst","2016-10-17","vst_BART_2016","D01","BART","BART_011","40_10_1","NEON.PLA.D01.BART.00457",,"ok","sapling","Live",,,,0.6,,,,,,,,1.0,10,,,,,,,,,,,,"mday@field-ops.org","Ramundson@field-ops.org",,"legacyData"
"46a68e69-f42c-413f-8b47-fdb614a95719","BART_011.basePlot.vst","2016-10-17","vst_BART_2016","D01","BART","BART_011","40_100","NEON.PLA.D01.BART.00467",,"ok","single bole tree","Live",20.6,130,,16.1,,,,5.9,5.5,"Partially shaded",,,,,,,,,,,,,,,"mday@field-ops.org","Ramundson@field-ops.org",,"legacyData"
"f7eae819-c0e8-43e1-a6d3-0a601844fe0f","BART_025.basePlot.vst","2016-10-17","vst_BART_2016","D01","BART","BART_025","32_10_4","NEON.PLA.D01.BART.00418",,"ok","small tree","Live",1.0,130,,0.2,,,,,,,,,,,,,,,,,,,,"growing horizontally along hill","jwebber@field-ops.org","chines@field-ops.org",,"legacyData"
"e7341b20-f49e-479f-a4d9-860033e8b1ed","BART_011.basePlot.vst","2016-10-17","vst_BART_2016","D01","BART","BART_011","41_10_4","NEON.PLA.D01.BART.00468",,"ok","sapling","Live",,,,0.9,,,,,,,,1.2,10,,,,,,,,,,,,"mday@field-ops.org","Ramundson@field-ops.org",,"legacyData"
"b5a1b583-57bc-4f83-b670-be3ff12a5fbb","BART_011.basePlot.vst","2016-10-17","vst_BART_2016","D01","BART","BART_011","41_10_4","NEON.PLA.D01.BART.01855",,"ok","small tree","Live",5.1,130,,4.0,,,,,,,,,,,,,,,,,,,,"scarring from tree falling","mday@field-ops.org","Ramundson@field-ops.org",,"legacyData"
