uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataEntryRecordID,dataQF
"af7fd7b3-c26d-4cde-bfa1-991cefd4f4f8","HARV_010.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_010","31_100","NEON.PLA.D01.HARV.01695",,,,"Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,"Tag not found","0000-0002-8951-4934","0000-0001-6093-9384",,
"a03ad3f7-3fe8-4aeb-afd8-6f82a504f5e7","HARV_010.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_010","41_100","NEON.PLA.D01.HARV.01803A",,,,"Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,"Tag not found","0000-0002-8951-4934","0000-0001-6093-9384",,
"15e43d96-4ef7-4765-9491-6e1d65aa5d71","HARV_010.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_010","41_100","NEON.PLA.D01.HARV.01620",,,,"Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,"Tag not found","0000-0002-8951-4934","0000-0001-6093-9384",,
"20c24f38-9e89-40d6-8c12-39b8dd436aa0","HARV_010.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_010","41_100","NEON.PLA.D01.HARV.01291",,,,"Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,"Tag not found","0000-0002-8951-4934","0000-0001-6093-9384",,
"12c89ceb-706e-4422-8940-ede8273f2b69","HARV_010.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_010","40_100","NEON.PLA.D01.HARV.01858",,,,"Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,"Tag not found","0000-0002-8951-4934","0000-0001-6093-9384",,
"ad63c411-d646-4731-9d82-e123622becc3","HARV_025.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_025","32_100","NEON.PLA.D01.HARV.02169A",,"ok","multi-bole tree","Dead, broken bole",16.8,160,,4.5,,1.6,160.0,1.8,1.2,"Full shade",,,,,,,,,,,,,,"Measurement height was moved from 82cm to 160cm due to the individual being a multibole tree. The measurement height is 100cm above pith interection. Possible causes of death include damage caused by woolly adelgid and storm damage.","0000-0001-9529-4416","0000-0002-4386-3362",,
"99e0d54f-b584-4896-85d2-c370b2a9f0da","HARV_010.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_010","41_100","NEON.PLA.D01.HARV.01644",,,,"Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,"Tag not found","0000-0002-8951-4934","0000-0001-6093-9384",,
"0c6b6a11-7d45-4b4c-9cff-486e091e623c","HARV_025.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_025","32_100","NEON.PLA.D01.HARV.02264",,"ok","single bole tree","Live, insect damaged",27.9,130,,16.6,,,,8.4,6.6,"Full shade",,,,,,,,,,,,,,"Crown damage caused by woolly adelgid.","0000-0001-9529-4416","0000-0002-4386-3362",,
"6a293827-ee62-4f02-bb51-a460030a4806","HARV_010.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_010","31_10_4","NEON.PLA.D01.HARV.10708",,"ok","sapling","Live",,,,1.2,,,,,,,,1.4,10,,,,,,,,,,,,"0000-0002-8951-4934","0000-0001-6093-9384",,
"1a9833e6-0b28-4bce-9dd6-2b85c7664a4c","HARV_025.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_025","31_100","NEON.PLA.D01.HARV.01995",,"ok","single bole tree","Live, insect damaged",26.2,130,,11.4,,,,8.8,7.8,"Full shade",,,,,,,,,,,,,,"Crown damage caused by woolly adelgid.","0000-0001-9529-4416","0000-0002-4386-3362",,
"2ebea7b1-acbc-442c-876a-1f2718a248a5","HARV_010.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_010","31_100","NEON.PLA.D01.HARV.01668",,,,"Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,"Tag not found","0000-0002-8951-4934","0000-0001-6093-9384",,
"f5dae961-c9ab-49e8-949e-dffca993ee88","HARV_010.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_010","31_100","NEON.PLA.D01.HARV.01693",,,,"Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,"Tag not found","0000-0002-8951-4934","0000-0001-6093-9384",,
"8ef65d99-474c-4a0c-8478-ff5bafc0467c","HARV_025.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_025","32_100","NEON.PLA.D01.HARV.02261",,"ok","single bole tree","Live, insect damaged",13.7,130,,8.7,,,,6.3,5.8,"Full shade",,,,,,,,,,,,,,"Crown damage caused by woolly adelgid.","0000-0001-9529-4416","0000-0002-4386-3362",,
"d75e5cd1-09d6-4267-bfcf-9b109dd3efc2","HARV_010.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_010","41_10_1","NEON.PLA.D01.HARV.10710",,"ok","sapling","Live",,,,1.4,,,,,,,,1.3,10,,,,,,,,,,,,"0000-0002-8951-4934","0000-0001-6093-9384",,
"9a299ee1-4180-4eb4-81cf-1259a37e92a2","HARV_010.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_010","41_100","NEON.PLA.D01.HARV.01636",,,,"Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,"Tag not found","0000-0002-8951-4934","0000-0001-6093-9384",,
"6f07f1db-da65-418b-aeb9-a2c904415bb9","HARV_010.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_010","41_100","NEON.PLA.D01.HARV.01806",,,,"Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,"Tag not found","0000-0002-8951-4934","0000-0001-6093-9384",,
"52b69942-58a5-4e60-9485-48b24928fb75","HARV_010.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_010","32_10_4","NEON.PLA.D01.HARV.01617",,"ok","small tree","Live, insect damaged",6.0,130,,5.2,,,,5.4,4.3,,,,,,,,,,,,,,,"Unknown insect damage in crown","0000-0002-8951-4934","0000-0001-6093-9384",,
"aacce169-9225-489f-99c8-36a937b61965","HARV_010.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_010","32_100","NEON.PLA.D01.HARV.01395",,,,"Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,"Tag not found","0000-0002-8951-4934","0000-0001-6093-9384",,
"0293b4df-3ba8-42cb-9fe9-1f1a13dbf3be","HARV_010.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_010","41_100","NEON.PLA.D01.HARV.01626",,,,"Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,"Tag not found","0000-0002-8951-4934","0000-0001-6093-9384",,
"bd3a3155-1c40-469f-a111-3d2ffe2acae3","HARV_025.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_025","31_100","NEON.PLA.D01.HARV.01882",,"ok","single bole tree","Live, insect damaged",27.1,130,,14.8,,,,8.4,5.9,"Mostly shaded",,,,,,,,,,,,,,"Damage to crown caused by woolly adelgid. The measurement height was corrected from 120 to 130","0000-0001-9529-4416","0000-0002-4386-3362",,
"b14c0952-25ed-43ee-8005-e4cde9327252","HARV_010.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_010","41_10_1","NEON.PLA.D01.HARV.01816",,"ok","small tree","Live",5.7,130,,4.9,,,,2.5,2.5,,,,,,,,,,,,,,,,"0000-0002-8951-4934","0000-0001-6093-9384",,
"8d5d1671-f37d-42e4-ac7a-c7e7b4e9217a","HARV_010.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_010","41_100","NEON.PLA.D01.HARV.01653",,,,"Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,"Tag not found","0000-0002-8951-4934","0000-0001-6093-9384",,
"ae356b77-7e8a-4680-a9f2-51c576317bf4","HARV_010.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_010","32_10_4","NEON.PLA.D01.HARV.09513",,"ok","small tree","Live, insect damaged",4.2,130,,3.4,,,,3.4,3.1,,,,,,,,,,,,,,,"Unknown insect damage in crown","0000-0002-8951-4934","0000-0001-6093-9384",,
"a9647f25-1774-45a4-9810-436529fbaf08","HARV_010.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_010","32_10_2","NEON.PLA.D01.HARV.01399",,"ok","small tree","Live, insect damaged",2.4,130,,3.4,,,,2.6,2.2,,,,,,,,,,,,,,,"Unknown insect damage in crown","0000-0002-8951-4934","0000-0001-6093-9384",,
"c2f5b579-6f22-4bc5-82d8-e1d3d98f4937","HARV_010.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_010","32_100","NEON.PLA.D01.HARV.01607",,,,"Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,"Tag not found","0000-0002-8951-4934","0000-0001-6093-9384",,
"4b73eed4-0e05-4c86-a7e9-891bb14e54e0","HARV_010.basePlot.vst","2019-09-05","vst_HARV_2019","D01","HARV","HARV_010","40_100","NEON.PLA.D01.HARV.01870",,,,"Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,"Tag not found","0000-0002-8951-4934","0000-0001-6093-9384",,
