uid,namedLocation,date,eventID,domainID,siteID,plotID,pointID,stemDistance,stemAzimuth,recordType,individualID,supportingStemIndividualID,previouslyTaggedAs,otherTagID,otherTagOrg,samplingProtocolVersion,identificationHistoryID,taxonID,scientificName,genus,family,taxonRank,identificationReferences,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,remarks,measuredBy,recordedBy,dataQF
"d40ed2a4-2f43-4652-9f02-d7b8001e2c30","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013",,,,,"NEON.PLA.D05.UNDE.01215",,,,,"NEON.DOC.000987vE",,"DIPA9","Dirca palustris L.","Dirca","Thymelaeaceae","species",,,,,,,,
"aeb2d2ac-b1a4-43b0-ad60-2616dd19aa14","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","31",11.0,52.3,,"NEON.PLA.D05.UNDE.01253",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,,,,
"9dd01b92-66c3-4e4b-a369-a7c367f71b72","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","49",12.0,121.6,,"NEON.PLA.D05.UNDE.01211",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,,"jpyatt@neoninc.org","jhudson@neoninc.org",
"fbea64c6-4d56-496e-9f4b-fb0837b6264e","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","33",4.6,278.8,,"NEON.PLA.D05.UNDE.01235",,,,,"NEON.DOC.000987vE",,"FRAM2","Fraxinus americana L.","Fraxinus","Oleaceae","species",,,,,,,,
"9151774d-e0ec-4804-b616-6f0782b8ae65","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","31",10.1,37.4,,"NEON.PLA.D05.UNDE.01251",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,,,,
"3a2fd69d-3c8a-44c7-b5cd-ea4a7e1f349b","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","49",11.1,152.9,,"NEON.PLA.D05.UNDE.01212",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,"dead","jpyatt@neoninc.org","jhudson@neoninc.org",
"c6750940-d0ec-46f3-a9cf-a5520fb326d9","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","49",7.9,114.1,,"NEON.PLA.D05.UNDE.01209",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,,"jpyatt@neoninc.org","jhudson@neoninc.org",
"a7eefa8d-9882-485e-a909-132aba59018e","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013",,,,,"NEON.PLA.D05.UNDE.01221",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,,,,
"157ed9c2-4cee-4d84-be34-0087514877ea","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013",,,,,"NEON.PLA.D05.UNDE.01204",,,,,"NEON.DOC.000987vE",,"PRSE2","Prunus serotina Ehrh.","Prunus","Rosaceae","species",,,,,,"jpyatt@neoninc.org","jhudson@neoninc.org",
"c3ef9a39-8489-43b4-a66f-7baf09ae1a0a","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","51",4.8,234.9,,"NEON.PLA.D05.UNDE.01239",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,,,,
"0c0c2555-7a23-4568-9226-3f62cc19484d","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","41",8.3,10.6,,"NEON.PLA.D05.UNDE.01220",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,,,,
"bacc4e3e-3836-4e56-a3d0-91cec9fd4a14","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","33",3.0,288.5,,"NEON.PLA.D05.UNDE.01234",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,,,,
"b618645f-8b7a-4442-8706-024ab4978c4c","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013",,,,,"NEON.PLA.D05.UNDE.01208",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,"dead",,,
"679c7c7f-ef75-43a7-83ee-85cd80b6c0fd","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","31",8.4,9.9,,"NEON.PLA.D05.UNDE.01246",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,,,,
"d9de61ca-d408-47a3-8449-695cb8db49f5","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013",,,,,"NEON.PLA.D05.UNDE.01259",,,,,"NEON.DOC.000987vE",,"DIPA9","Dirca palustris L.","Dirca","Thymelaeaceae","species",,,,,,,,
"a90cff15-fc3c-4635-9df0-dfac0243fe80","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","41",3.5,158.9,,"NEON.PLA.D05.UNDE.01229",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,,,,
"9432de51-0118-40f6-acbd-75d28820087e","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","41",9.6,46.2,,"NEON.PLA.D05.UNDE.01222",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,,,,
"7659b43c-db76-458a-980b-035fe0a8afc4","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013",,,,,"NEON.PLA.D05.UNDE.01255",,,,,"NEON.DOC.000987vE",,"PIGL","Picea glauca (Moench) Voss","Picea","Pinaceae","species",,,,,,,,
"2d1c6af3-79a7-4dd7-bb97-acbfd32b8db8","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","31",6.1,61.9,,"NEON.PLA.D05.UNDE.01260",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,,,,
"1bde4bb5-6bc2-44ab-a8d7-0893db08394f","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","31",6.7,26.7,,"NEON.PLA.D05.UNDE.01245",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,,,,
"693dfcab-7cc3-47eb-a602-7432cc3875d7","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013",,,,,"NEON.PLA.D05.UNDE.01203",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,"dead","jpyatt@neoninc.org","jhudson@neoninc.org",
"be311f7b-c552-4c09-8633-216e9cdd6c82","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013",,,,,"NEON.PLA.D05.UNDE.01210",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,"dead",,,
"13fb63b4-5c55-419a-87bc-41fbb0c3f513","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013",,,,,"NEON.PLA.D05.UNDE.01256",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,"DEAD",,,
"2058e6ff-3044-41b3-8b68-93edf3a44232","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013",,,,,"NEON.PLA.D05.UNDE.01233",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,,,,
"7b63635f-e224-44e5-bed4-0cc374bbb942","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","31",9.6,46.0,,"NEON.PLA.D05.UNDE.01252",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,,,,
"9a307acd-7169-4f89-a285-688a7067e2ca","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","33",6.0,357.5,,"NEON.PLA.D05.UNDE.01237",,,,,"NEON.DOC.000987vE",,"FRPE","Fraxinus pennsylvanica Marshall","Fraxinus","Oleaceae","species",,,,,,,,
"a563e66a-dda8-4367-934e-6e6d60272b1b","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","41",2.5,40.6,,"NEON.PLA.D05.UNDE.01218",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,,,,
"5579f4ed-8e7e-4152-8477-45f57226e95e","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","41",6.9,304.2,,"NEON.PLA.D05.UNDE.01214",,,,,"NEON.DOC.000987vE",,"FRAM2","Fraxinus americana L.","Fraxinus","Oleaceae","species",,,,,,,,
"c696d408-2c58-4ada-9b91-70f3b8d5299d","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","33",6.4,315.6,,"NEON.PLA.D05.UNDE.01236",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,,,,
"a9c63506-31b3-4858-bad0-9f98640b68ce","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013",,,,,"NEON.PLA.D05.UNDE.01223",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,"DEAD",,,
"9dc88cd9-4573-4b79-8dde-81b229f004c8","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","31",2.8,11.9,,"NEON.PLA.D05.UNDE.01243",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,,,,
"932ce7f6-205a-4711-9123-b24a9bd8ea52","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","31",9.0,38.1,,"NEON.PLA.D05.UNDE.01249",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,,,,
"53a79fe6-3964-47ce-a6b4-847699032ed3","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013",,,,,"NEON.PLA.D05.UNDE.01242",,,,,"NEON.DOC.000987vE",,"ABBA","Abies balsamea (L.) Mill.","Abies","Pinaceae","species",,,,,,,,
"bbae8430-b3c0-45f0-aab5-1989e2eb997b","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","41",4.9,162.7,,"NEON.PLA.D05.UNDE.01230",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,"DEAD",,,
"ea638e0b-64ed-46eb-9b99-7a0f7e9a5722","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013",,,,,"NEON.PLA.D05.UNDE.01217",,,,,"NEON.DOC.000987vE",,"OSVI","Ostrya virginiana (Mill.) K. Koch","Ostrya","Betulaceae","species",,,,,,,,
"9ff3fe03-0c88-4c26-8b3b-9efbb5f18479","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013",,,,,"NEON.PLA.D05.UNDE.01299",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,,"jpyatt@neoninc.org","jhudson@neoninc.org",
"6dbcd43f-6a12-492e-b6c8-2ccf6650ad96","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","31",5.5,13.2,,"NEON.PLA.D05.UNDE.01244",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,,,,
"3e176485-fa73-42cd-b71c-51f3f8349d1a","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","31",12.8,77.9,,"NEON.PLA.D05.UNDE.01258",,,,,"NEON.DOC.000987vE",,"ACSA3","Acer saccharum Marshall","Acer","Aceraceae","species",,,,,,,,
"c36aa659-124a-45a4-842c-4f9695746858","UNDE_013.basePlot.vst","2014-07-23","vst_UNDE_2014","D05","UNDE","UNDE_013","41",7.8,16.6,,"NEON.PLA.D05.UNDE.01219",,,,,"NEON.DOC.000987vE",,"PRSE2","Prunus serotina Ehrh.","Prunus","Rosaceae","species",,,,,"main stem dead",,,
