uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataEntryRecordID,dataQF
"d22ace23-8784-438b-b3fd-d38b80cd05cb","BART_071.basePlot.vst","2023-09-05","vst_BART_2023","D01","BART","BART_071","39_400","NEON.PLA.D01.BART.04251","1","ok","single bole tree","Live",37.6,130,"noChange",22.0,,,,11.6,10.3,"Partially shaded",,,,,,,,,,,,,,,"0009-0008-2982-4579","0009-0003-1553-0274","23156d3b-f71a-49ef-b084-7cbe35882549",
"0bb49a79-4f07-4d25-8136-29ca1571d3f4","BART_071.basePlot.vst","2023-09-05","vst_BART_2023","D01","BART","BART_071","39_400","NEON.PLA.D01.BART.03544","1","ok","single bole tree","Live",15.5,130,"noChange",17.0,,,,9.4,5.2,"Full sun",,,,,,,,,,,,,,"Crown is leaning","0009-0008-2982-4579","0009-0003-1553-0274","e76a502b-4ba9-427d-80d1-a337ac9f8c8d",
"50c4a7ec-dea4-424a-9f19-e97dcfceabb3","BART_071.basePlot.vst","2023-09-05","vst_BART_2023","D01","BART","BART_071","21_25_1","NEON.PLA.D01.BART.03590","1","ok","small tree","Live",6.3,130,"noChange",5.0,,,,2.6,2.5,"Full shade",,,,,,,,,,,,,,,"0009-0008-2982-4579","0009-0003-1553-0274","8b50b678-3482-43f1-8421-a58b98db07ce",
"337e0f34-35a1-4ddf-905d-8f5d562ab294","BART_071.basePlot.vst","2023-09-05","vst_BART_2023","D01","BART","BART_071","48_25_3","NEON.PLA.D01.BART.04290","1","ok","sapling","Live, disease damaged",,,"noChange",1.6,,,,,,"Full shade",,1.2,10,,,,,,,,,,,"Beech bark disease on bole","0009-0008-2982-4579","0009-0003-1553-0274","47349610-0997-4b12-8432-0e6e85883594",
"78024023-6921-4146-99bf-31c52b101131","BART_071.basePlot.vst","2023-09-05","vst_BART_2023","D01","BART","BART_071","39_400","NEON.PLA.D01.BART.04927","1","ok","single bole tree","Live",27.2,130,"noChange",19.1,,,,10.4,6.6,"Partially shaded",,,,,,,,,,,,,,,"0009-0008-2982-4579","0009-0003-1553-0274","c3dfc388-6f27-4038-8587-0696bb58edbb",
"3cbbcf4b-c97c-4be8-962e-7df485cb40ee","BART_071.basePlot.vst","2023-09-05","vst_BART_2023","D01","BART","BART_071","39_400","NEON.PLA.D01.BART.03535","1","ok","single bole tree","Live",21.7,130,"noChange",16.7,,,,8.5,7.0,"Partially shaded",,,,,,,,,,,,,,"Dead BEPAP leaning on this individual (03535)","0009-0008-2982-4579","0009-0003-1553-0274","384d6a75-cbf6-4920-bec8-1d957d8a89c5",
"cd003899-aed3-4525-8ae6-ce706747b283","BART_071.basePlot.vst","2023-09-05","vst_BART_2023","D01","BART","BART_071","21_400","NEON.PLA.D01.BART.04258","1","ok","single bole tree","Dead, broken bole",16.5,130,"noChange",10.0,,10.0,7.0,,,"Mostly shaded",,,,,,,,,,,,,,"Unknown cause of death and break; bark loss","0009-0008-2982-4579","0009-0003-1553-0274","634dac91-9cb9-4b95-8d21-150dcfd8b08f",
"21108fb6-5f68-46f8-af55-4e0ec32a349e","BART_071.basePlot.vst","2023-09-05","vst_BART_2023","D01","BART","BART_071","39_400","NEON.PLA.D01.BART.03539","1","ok","single bole tree","Live, disease damaged",12.5,130,"noChange",8.4,,,,7.1,5.0,"Mostly shaded",,,,,,,,,,,,,,"Beech bark disease on bole","0009-0008-2982-4579","0009-0003-1553-0274","6a6e0cb2-fe56-4aae-b64e-f3beb326c836",
"57c5b48c-9a74-4afa-a8de-dbb9888f5083","BART_071.basePlot.vst","2023-09-05","vst_BART_2023","D01","BART","BART_071","48_25_3","NEON.PLA.D01.BART.04291","1","ok","small tree","Live, disease damaged",5.7,130,"noChange",9.3,,,,6.4,4.8,"Partially shaded",,,,,,,,,,,,,,"Beech bark disease","0009-0008-2982-4579","0009-0003-1553-0274","04150c94-4f1c-490b-96b6-3db1aaf1f919",
"cc03e6c7-ac92-49d7-b730-7c631c8540a6","BART_071.basePlot.vst","2023-09-05","vst_BART_2023","D01","BART","BART_071","48_25_3","NEON.PLA.D01.BART.03393","1","ok","small tree","Live, broken bole",5.7,130,"noChange",4.8,,2.8,4.0,,,"Mostly shaded",,,,,,,,,,,,,,"Beech Bark Disease; peeling bark","0009-0008-2982-4579","0009-0003-1553-0274","ca66b22f-f318-4891-af74-cd341a197b43",
"b9bd760f-0eca-4b49-89ba-ebeba38aa043","BART_071.basePlot.vst","2023-09-05","vst_BART_2023","D01","BART","BART_071","21_25_1","NEON.PLA.D01.BART.04103","1","ok","small tree","Live, disease damaged",4.2,130,"noChange",7.8,,,,2.8,2.6,"Mostly shaded",,,,,,,,,,,,,,"Beech bark disease","0009-0008-2982-4579","0009-0003-1553-0274","86a0fbca-44c8-4c86-878e-db3387b3a850",
"50e03658-d92c-4d50-aded-e48aca7c603e","BART_071.basePlot.vst","2023-09-05","vst_BART_2023","D01","BART","BART_071","31_25_4","NEON.PLA.D01.BART.03569","1","ok","small tree","Live, disease damaged",1.5,130,"noChange",3.3,,,,2.0,1.9,"Full shade",,,,,,,,,,,,,,"Beech bark disease","0009-0008-2982-4579","0009-0003-1553-0274","fec2751c-4a7a-4d49-b196-efa69b811864",
"0230a272-6eb9-456a-8ee7-1bc4a390462f","BART_071.basePlot.vst","2023-09-05","vst_BART_2023","D01","BART","BART_071","39_400","NEON.PLA.D01.BART.04253","1","ok","single bole tree","Live",14.6,120,"noChange",15.9,,,,5.0,4.8,"Partially shaded",,,,,,,,,,,,,,,"0009-0008-2982-4579","0009-0003-1553-0274","e3b8a29e-d83b-45df-aa42-98be17a7eb32",
"ba9b9d2e-35b3-4d60-8fc0-7fa2b718d88e","BART_071.basePlot.vst","2023-09-05","vst_BART_2023","D01","BART","BART_071","39_400","NEON.PLA.D01.BART.04283","1","ok","single bole tree","Live, disease damaged",12.5,130,"noChange",9.9,,,,7.4,4.9,"Mostly shaded",,,,,,,,,,,,,,"Beech Bark Disease","0009-0008-2982-4579","0009-0003-1553-0274","e4b8ed98-a17b-42ad-9c70-c9c71eeac2e4",
"4b0a947b-2db4-4643-9a13-a0a1d0e8cb44","BART_071.basePlot.vst","2023-09-05","vst_BART_2023","D01","BART","BART_071","21_400","NEON.PLA.D01.BART.03552","1","ok","single bole tree","Live",15.3,130,"noChange",12.0,,,,2.6,2.3,"Partially shaded",,,,,,,,,,,,,,,"0009-0008-2982-4579","0009-0003-1553-0274","c851a2ce-c99c-40d0-aed1-a35d3609b58e",
"ef6aed13-250c-4efc-ad1d-dc3481e970af","BART_071.basePlot.vst","2023-09-05","vst_BART_2023","D01","BART","BART_071","21_25_1","NEON.PLA.D01.BART.03584","1","ok","sapling","Live, physically damaged",,,"noChange",0.5,,,,,,"Full shade",,1.5,10,,,,,,,,,,,"Live with physical damage from a fallen branch; stem is leaning; beech bark disease on the bole","0009-0008-2982-4579","0009-0003-1553-0274","2ce56c59-b121-4c73-b3da-95a1e8487df0",
"b7dffffc-eb53-4158-a52e-6c69bdfcdfac","BART_071.basePlot.vst","2023-09-05","vst_BART_2023","D01","BART","BART_071","31_25_4","NEON.PLA.D01.BART.03565","1","ok","small tree","Live, disease damaged",1.6,130,"noChange",2.6,,,,2.2,1.9,"Full shade",,,,,,,,,,,,,,"Beech bark disease","0009-0008-2982-4579","0009-0003-1553-0274","19dfac29-faee-47fc-b4ec-9c29fff61fe1",
