uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataEntryRecordID,dataQF
"323cb4ab-f525-4ff3-b14a-861b3ec28d17","UNDE_048.basePlot.vst","2016-09-13","vst_UNDE_2016","D05","UNDE","UNDE_048","39_25_1","NEON.PLA.D05.UNDE.01015",,"ok","small tree","Live",2.3,130,,3.0,,,,,,,,,,,,,,,,,,,,,"eleonard@field-ops.org","zboumediene@field-ops.org",,"legacyData"
"772c6dd0-514d-495a-8ff2-66649080f37d","UNDE_037.basePlot.vst","2016-09-13","vst_UNDE_2016","D05","UNDE","UNDE_037","41_400","NEON.PLA.D05.UNDE.03698",,"ok","single bole tree","Live",15.8,130,,12.6,,,,,,,,,,,,,,,,,,,,,"hrichards@field-ops.org","eleonard@field-ops.org",,"legacyData"
"aa775828-8c41-4690-86bc-6228a38d6364","UNDE_048.basePlot.vst","2016-09-13","vst_UNDE_2016","D05","UNDE","UNDE_048","39_400","NEON.PLA.D05.UNDE.00953",,"ok","single bole tree","Live",11.4,130,,12.0,,,,,,,,,,,,,,,,,,,,,"eleonard@field-ops.org","zboumediene@field-ops.org",,"legacyData"
"8f9928f5-a8ed-4649-b4e1-2de1aaa8350d","UNDE_045.basePlot.vst","2016-09-13","vst_UNDE_2016","D05","UNDE","UNDE_045","51_25_4","NEON.PLA.D05.UNDE.09639",,"ok","small tree","Live",7.0,130,,12.6,,,,,,,,,,,,,,,,,,,,,"aabramovich@field-ops.org","kmcmahon@neoninc.org",,"legacyData"
"09edcfba-0122-4e97-b022-4c06dda7fbf9","UNDE_045.basePlot.vst","2016-09-13","vst_UNDE_2016","D05","UNDE","UNDE_045","41_400","NEON.PLA.D05.UNDE.00928",,"ok","single bole tree","Live",42.9,130,,20.9,,,,,,,,,,,,,,,,,,,,,"aabramovich@field-ops.org","kmcmahon@neoninc.org",,"legacyData"
"b936cf5f-70aa-48e9-a732-e6ed6878c28a","UNDE_045.basePlot.vst","2016-09-13","vst_UNDE_2016","D05","UNDE","UNDE_045","41_400","NEON.PLA.D05.UNDE.01920",,"ok","single bole tree","Dead, broken bole",13.4,103,,3.7,,3.7,12.8,,,,,,,,,,,,,,,,,,"aabramovich@field-ops.org","kmcmahon@neoninc.org",,"legacyData"
"427e2dd5-fa16-43ad-bd72-24f91507cd6f","UNDE_045.basePlot.vst","2016-09-13","vst_UNDE_2016","D05","UNDE","UNDE_045","39_400","NEON.PLA.D05.UNDE.09651",,"ok","single bole tree","Standing dead",59.2,130,,13.8,,,,,,,,,,,,,,,,,,,,"BEPA","aabramovich@field-ops.org","kmcmahon@neoninc.org",,"legacyData"
"029bcf47-5ad2-4b69-b0cd-3d4453e1cefb","UNDE_037.basePlot.vst","2016-09-13","vst_UNDE_2016","D05","UNDE","UNDE_037","41_400","NEON.PLA.D05.UNDE.02229",,"ok","single bole tree","Live",11.2,130,,12.2,,,,,,,,,,,,,,,,,,,,,"hrichards@field-ops.org","eleonard@field-ops.org",,"legacyData"
"23126b75-66c8-4748-bac4-95c85e1ca847","UNDE_048.basePlot.vst","2016-09-13","vst_UNDE_2016","D05","UNDE","UNDE_048","39_400","NEON.PLA.D05.UNDE.04195",,"ok","single bole tree","Live,  other damage",27.6,130,,20.2,,,,,,,,,,,,,,,,,,,,,"eleonard@field-ops.org","zboumediene@field-ops.org",,"legacyData"
"727ee4c1-b332-489d-b2bf-412d80485bdf","UNDE_037.basePlot.vst","2016-09-13","vst_UNDE_2016","D05","UNDE","UNDE_037","39_400","NEON.PLA.D05.UNDE.03098",,"ok","single bole tree","Live",21.8,130,,18.0,,,,,,,,,,,,,,,,,,,,,"hrichards@field-ops.org","eleonard@field-ops.org",,"legacyData"
"4ea25a9b-93a1-47bf-b489-8b0f41923b34","UNDE_048.basePlot.vst","2016-09-13","vst_UNDE_2016","D05","UNDE","UNDE_048","39_25_1","NEON.PLA.D05.UNDE.05938",,"ok","sapling","Live",,,,1.5,,,,,,,,2.0,10,,,,,,,,,,,,"eleonard@field-ops.org","zboumediene@field-ops.org",,"legacyData"
"8bf166ae-1cad-47dd-abef-2af10ca9185a","UNDE_048.basePlot.vst","2016-09-13","vst_UNDE_2016","D05","UNDE","UNDE_048","41_400","NEON.PLA.D05.UNDE.01511B",,"ok","multi-bole tree","Live,  other damage",25.0,130,,,,,,,,,,,,,,,,,,,,,,,"eleonard@field-ops.org","zboumediene@field-ops.org",,"legacyData"
"1b43708c-6819-4172-96d1-312811c0e780","UNDE_048.basePlot.vst","2016-09-13","vst_UNDE_2016","D05","UNDE","UNDE_048","41_400","NEON.PLA.D05.UNDE.01635B",,"ok","multi-bole tree","Live",13.6,130,,,,,,,,,,,,,,,,,,,,,,,"eleonard@field-ops.org","zboumediene@field-ops.org",,"legacyData"
"81a5f322-84fe-42bd-bab2-43b667f0f66c","UNDE_037.basePlot.vst","2016-09-13","vst_UNDE_2016","D05","UNDE","UNDE_037","41_400","NEON.PLA.D05.UNDE.01448A",,"ok","multi-bole tree","Dead, broken bole",18.3,130,,,,,,,,,,,,,,,,,,,,,,,"hrichards@field-ops.org","eleonard@field-ops.org",,"legacyData"
"b52f1c12-0084-49f5-9370-cb952468b003","UNDE_045.basePlot.vst","2016-09-13","vst_UNDE_2016","D05","UNDE","UNDE_045","39_400","NEON.PLA.D05.UNDE.09683",,"ok","single bole tree","Live",27.2,130,,16.5,,,,,,,,,,,,,,,,,,,,,"aabramovich@field-ops.org","kmcmahon@neoninc.org",,"legacyData"
"6ac77a23-e43a-4441-8707-4bd9dc7892c4","UNDE_048.basePlot.vst","2016-09-13","vst_UNDE_2016","D05","UNDE","UNDE_048","39_400","NEON.PLA.D05.UNDE.00932",,"ok","single bole tree","Live",14.1,130,,15.7,,,,,,,,,,,,,,,,,,,,,"eleonard@field-ops.org","zboumediene@field-ops.org",,"legacyData"
"7bd852fb-86cc-41c6-9290-649010a7dfcf","UNDE_037.basePlot.vst","2016-09-13","vst_UNDE_2016","D05","UNDE","UNDE_037","39_400","NEON.PLA.D05.UNDE.01434A",,"ok","multi-bole tree","Live",34.0,130,,,,,,,,,,,,,,,,,,,,,,,"hrichards@field-ops.org","eleonard@field-ops.org",,"legacyData"
"b669fbeb-0382-4024-b9c1-d920e203cc17","UNDE_048.basePlot.vst","2016-09-13","vst_UNDE_2016","D05","UNDE","UNDE_048","48_25_3","NEON.PLA.D05.UNDE.05295",,"ok","sapling","Live",,,,1.4,,,,,,,,1.5,10,,,,,,,,,,,,"eleonard@field-ops.org","zboumediene@field-ops.org",,"legacyData"
"30f273da-ea8d-478a-9cc3-93c4fc3fdb48","UNDE_048.basePlot.vst","2016-09-13","vst_UNDE_2016","D05","UNDE","UNDE_048","41_400","NEON.PLA.D05.UNDE.01654",,"ok","single bole tree","Live",19.1,130,,12.6,,,,,,,,,,,,,,,,,,,,,"eleonard@field-ops.org","zboumediene@field-ops.org",,"legacyData"
