uid,namedLocation,date,nonwoodyCollectDate,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,samplingImpractical,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,woodyTargetTaxaPresent,nonWoodyTargetTaxaPresent,treesPresent,shrubsPresent,lianasPresent,cactiPresent,fernsPresent,yuccasPresent,palmsPresent,ocotillosPresent,xerophyllumPresent,treeFernsPresent,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,nestedSubplotAreaFerns,nestedSubplotAreaOther,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,totalSampledAreaFerns,totalSampledAreaOther,remarks,measuredBy,recordedBy,dataQF
"6e673ded-f1d3-43a3-bda8-e5aaf086aab8","YELL_043.basePlot.vst","2023-08-15",,"D12","YELL","YELL_043","tower","deciduousForest",44.950475,-110.540081,"WGS84",20.1,536279.87,4977551.70,"12N",2153.2,0.1,"OK","vst_YELL_2023","towerSubset","allGrowthForms","21_400|41_400","NEON.DOC.000987vM","Y","Y","N","Present - sampled","Present - sampled","N","N","N","N","N","N","N","N","10","noneSelected","noneSelected","noneSelected",800,40,800,800,800,,,,
"cb123b1e-2001-4524-b52e-30f29db195a5","YELL_044.basePlot.vst","2023-08-15",,"D12","YELL","YELL_044","tower","evergreenForest",44.953426,-110.534358,"WGS84",20.1,536729.43,4977882.09,"12N",2139.9,0.1,"OK","vst_YELL_2023","towerSubset","allGrowthForms","23_400|39_400","NEON.DOC.000987vM","Y","Y","N","Present - sampled","Present - sampled","N","N","N","N","N","N","N","N","10","noneSelected","noneSelected","noneSelected",800,40,800,800,800,,,,
"773f7722-2f5f-4c2e-a3da-42a648a978ab","YELL_045.basePlot.vst","2023-08-16",,"D12","YELL","YELL_045","tower","evergreenForest",44.950204,-110.536291,"WGS84",20.1,536579.01,4977523.30,"12N",2155.8,0.1,"OK","vst_YELL_2023","towerSubset","allGrowthForms","21_400|23_400","NEON.DOC.000987vM","Y","Y","N","Present - sampled","Present - sampled","N","N","N","N","N","N","N","N","25","noneSelected","noneSelected","noneSelected",800,100,800,800,800,,,,
"7f30434a-06da-4434-8222-5eb4db488681","YELL_057.basePlot.vst","2023-08-22",,"D12","YELL","YELL_057","tower","evergreenForest",44.955360,-110.544609,"WGS84",20.1,535919.64,4978092.34,"12N",2115.9,0.1,"OK","vst_YELL_2023","towerSubset","dendrometerOnly","21_400|41_400","NEON.DOC.000987vM","Y",,,,,,,,,,,,,"10","noneSelected","noneSelected","noneSelected",,,,,,,,,
"e9e8da03-5ddc-4725-aad2-d4ac1fa2c7f0","YELL_046.basePlot.vst","2023-08-22",,"D12","YELL","YELL_046","tower","evergreenForest",44.952363,-110.541582,"WGS84",20.1,536160.28,4977760.76,"12N",2155.4,0.1,"OK","vst_YELL_2023","towerSubset","allGrowthForms","39_400|41_400","NEON.DOC.000987vM","Y","Y","N","Present - sampled","Present - sampled","N","N","N","N","N","N","N","N","100","noneSelected","noneSelected","noneSelected",800,400,800,800,800,,,,
"836c4fa2-ed11-44c9-b18c-4c2f00c5afab","YELL_050.basePlot.vst","2023-08-22",,"D12","YELL","YELL_050","tower","evergreenForest",44.955080,-110.543079,"WGS84",20.1,536040.49,4978061.92,"12N",2118.0,0.2,"OK","vst_YELL_2023","towerSubset","dendrometerOnly","21_400|23_400","NEON.DOC.000987vM","Y",,,,,,,,,,,,,"25","noneSelected","noneSelected","noneSelected",,,,,,,,,
"9c9c076c-f710-4fc9-830b-d5f8dde06e95","YELL_061.basePlot.vst","2023-08-22",,"D12","YELL","YELL_061","tower","evergreenForest",44.953449,-110.540441,"WGS84",20.1,536249.60,4977881.91,"12N",2122.6,0.1,"OK","vst_YELL_2023","towerSubset","dendrometerOnly","21_400|41_400","NEON.DOC.000987vM","Y",,,,,,,,,,,,,"10","noneSelected","noneSelected","noneSelected",,,,,,,,,
"a8e49bdb-dcb1-479d-9f21-2d3be0238bc4","YELL_059.basePlot.vst","2023-08-22",,"D12","YELL","YELL_059","tower","evergreenForest",44.952375,-110.540065,"WGS84",20.1,536279.93,4977762.77,"12N",2137.8,0.1,"OK","vst_YELL_2023","towerSubset","dendrometerOnly","21_400|23_400","NEON.DOC.000987vM","Y",,,,,,,,,,,,,"100","noneSelected","noneSelected","noneSelected",,,,,,,,,
"cebdb662-775e-4f93-93a1-a1adde35d66a","YELL_047.basePlot.vst","2023-08-23",,"D12","YELL","YELL_047","tower","evergreenForest",44.952354,-110.534361,"WGS84",20.1,536729.88,4977763.01,"12N",2149.1,0.1,"OK","vst_YELL_2023","towerSubset","allGrowthForms","21_400|23_400","NEON.DOC.000987vM","Y","Y","N","Present - sampled","Present - sampled","N","N","N","N","N","N","N","N","25","noneSelected","noneSelected","noneSelected",800,100,800,800,800,,,,
"f9698232-711b-43aa-a058-8e381b308809","YELL_053.basePlot.vst","2023-08-23",,"D12","YELL","YELL_053","tower","grasslandHerbaceous",44.949928,-110.537804,"WGS84",20.1,536459.83,4977491.96,"12N",2145.9,0.1,"OK","vst_YELL_2023","towerSubset","dendrometerOnly","21_400|23_400","NEON.DOC.000987vM","Y",,,,,,,,,,,,,"25","noneSelected","noneSelected","noneSelected",,,,,,,,,
