uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataEntryRecordID,dataQF
"9fc4152c-1cbb-492a-88dc-6872534c8a17","BART_044.basePlot.vst","2015-08-26","vst_BART_2015","D01","BART","BART_044","33_100","NEON.PLA.D01.BART.05455",,,"sapling","Live, disease damaged",1.0,10,,0.8,,,,,,,,,,,,,,,,,,,,"No Transcription Errors","ssmith@field-ops.org","ehardiman@field-ops.org",,"legacyData"
"4549b2b0-5e1f-4a35-996b-4f0c640987a8","BART_044.basePlot.vst","2015-08-26","vst_BART_2015","D01","BART","BART_044","39_400","NEON.PLA.D01.BART.05443",,,"single bole tree","Live",29.2,130,,16.7,,,,,,,,,,,,,,,,,,,,,"ssmith@field-ops.org","ehardiman@field-ops.org",,"legacyData"
"3ee89cda-67ed-495f-b59b-7251375438e1","BART_044.basePlot.vst","2015-08-26","vst_BART_2015","D01","BART","BART_044","39_400","NEON.PLA.D01.BART.05408",,,"single bole tree","Live",55.2,130,,20.0,,,,,,,,,,,,,,,,,,,,,"ssmith@field-ops.org","ehardiman@field-ops.org",,"legacyData"
"a509d71e-05a1-4d1d-bd39-dedb3dd5313a","BART_044.basePlot.vst","2015-08-26","vst_BART_2015","D01","BART","BART_044","39_100","NEON.PLA.D01.BART.05309",,,"small tree","Live",3.0,130,,2.5,,,,,,,,,,,,,,,,,,,,,"ssmith@field-ops.org","ehardiman@field-ops.org",,"legacyData"
"a66424d4-d733-4fa1-8324-52d0e532931d","BART_037.basePlot.vst","2015-08-26","vst_BART_2015","D01","BART","BART_037","41_400","NEON.PLA.D01.BART.05076",,,"single bole tree","Live, disease damaged",10.6,130,,11.9,,,,,,,,,,,,,,,,,,,,,"llukas@field-ops.org","ramundson@field-ops.org",,"legacyData"
"f0cefda6-845e-403d-8d36-5b704dfa0479","BART_044.basePlot.vst","2015-08-26","vst_BART_2015","D01","BART","BART_044","39_400","NEON.PLA.D01.BART.05300",,,"single bole tree","Live, disease damaged",17.0,130,,16.1,,,,,,,,,,,,,,,,,,,,,"ssmith@field-ops.org","ehardiman@field-ops.org",,"legacyData"
"57712bd9-ca7b-4cf6-aac7-4cb658e27d47","BART_037.basePlot.vst","2015-08-26","vst_BART_2015","D01","BART","BART_037","41_400","NEON.PLA.D01.BART.05086",,,"single bole tree","Live, disease damaged",11.2,130,,6.4,,,,,,,,,,,,,,,,,,,,,"llukas@field-ops.org","ramundson@field-ops.org",,"legacyData"
"d6256135-abcd-4547-9491-f6cf09504835","BART_037.basePlot.vst","2015-08-26","vst_BART_2015","D01","BART","BART_037","51_100","NEON.PLA.D01.BART.05226",,,"small tree","Live, disease damaged",4.5,130,,6.9,,,,,,,,,,,,,,,,,,,,,"llukas@field-ops.org","ramundson@field-ops.org",,"legacyData"
"37ac88ee-881f-4b4d-a282-b0cbd77da4bd","BART_044.basePlot.vst","2015-08-26","vst_BART_2015","D01","BART","BART_044","39_400","NEON.PLA.D01.BART.05295",,,"single bole tree","Live, disease damaged",26.7,130,,15.6,,,,,,,,,,,,,,,,,,,,,"ssmith@field-ops.org","ehardiman@field-ops.org",,"legacyData"
"3cc13d76-4718-4ce0-9d74-ba4f8361abca","BART_044.basePlot.vst","2015-08-26","vst_BART_2015","D01","BART","BART_044","48_100","NEON.PLA.D01.BART.05303",,,"small tree","Live",7.9,130,,5.4,,,,,,,,,,,,,,,,,,,,,"ssmith@field-ops.org","ehardiman@field-ops.org",,"legacyData"
