uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataEntryRecordID,dataQF
"a081b8f0-bb39-4ee5-b877-611504128bed","BART_036.basePlot.vst","2023-08-14","vst_BART_2023","D01","BART","BART_036","51_unknown_4","NEON.PLA.D01.BART.05123","1","ok","small tree","Live, disease damaged",4.6,130,"noChange",5.7,,,,3.6,3.1,"Mostly shaded",,,,,,,,,,,,,,"Disease; beech bark bole damage","0009-0009-7353-6459","0009-0009-3680-4899","09927d76-8194-4e31-a080-91869522a6be",
"11ddf119-01b7-4bf2-98e2-309a12d86fac","BART_036.basePlot.vst","2023-08-14","vst_BART_2023","D01","BART","BART_036","41_400","NEON.PLA.D01.BART.04972","1","ok","single bole tree","Live",26.3,130,"noChange",20.1,,,,6.7,6.2,"Partially shaded",,,,,,,,,,,,,,,"0009-0009-7353-6459","0009-0009-3680-4899","546635f7-f1bb-421b-8f06-08093fed0e09",
"c4557e2d-1101-4b1d-ac7a-0ab24e187f51","BART_036.basePlot.vst","2023-08-14","vst_BART_2023","D01","BART","BART_036","41_unknown_1","NEON.PLA.D01.BART.05111","1","ok","sapling","Live, disease damaged",,,"noChange",2.4,,,,,,"Full shade",,1.6,10,,,,,,,,,,,"Diseased; beech bark bole damage","0009-0009-7353-6459","0009-0009-3680-4899","bc2fb6a3-3f8c-4b86-922f-94b3908f0874",
"bb7427c5-62ef-4b43-9fc8-3d004570c5f2","BART_036.basePlot.vst","2023-08-14","vst_BART_2023","D01","BART","BART_036","21_unknown_1","NEON.PLA.D01.BART.04587","1","ok","small tree","Live, disease damaged",1.6,130,"noChange",3.0,,,,2.3,2.0,"Partially shaded",,,,,,,,,,,,,,"Beech bark disease","0009-0009-7353-6459","0009-0009-3680-4899","80ccff0b-d409-49a7-9aad-9e1f9848bfe4",
"1944a0fa-74ef-4359-afc2-db0bb6cf43a6","BART_036.basePlot.vst","2023-08-14","vst_BART_2023","D01","BART","BART_036","31_unknown_4","NEON.PLA.D01.BART.05106","1","ok","small tree","Live, disease damaged",3.6,130,"noChange",4.5,,,,2.9,1.7,"Full shade",,,,,,,,,,,,,,"Diseased beach bark bole damage","0009-0009-7353-6459","0009-0009-3680-4899","124a8c41-a35f-4074-9155-d6b702366efd",
"e6b0b5f1-250a-410f-8aea-3b76b8d99645","BART_036.basePlot.vst","2023-08-14","vst_BART_2023","D01","BART","BART_036","41_400","NEON.PLA.D01.BART.04538","1","ok","single bole tree","Live, disease damaged",25.5,130,"noChange",19.7,,,,10.2,7.1,"Partially shaded",,,,,,,,,,,,,,"Disease; Bole Damaged by beech bark disease. Crown disease damaged.","0009-0009-7353-6459","0009-0009-3680-4899","23d0d412-1df6-4719-a9da-48b4bfc646c5",
"c69ae913-0bf8-4dd4-a7b8-c20c6e789ef2","BART_036.basePlot.vst","2023-08-14","vst_BART_2023","D01","BART","BART_036","41_400","NEON.PLA.D01.BART.04978","1","ok","single bole tree","Dead, broken bole",23.0,130,"noChange",3.1,,3.1,20.0,,,"Mostly shaded",,,,,,,,,,,,,,"Unknown cause of death. Break possibly caused by windfall. Bark peeling at measurement location.","0009-0009-7353-6459","0009-0009-3680-4899","39948a93-7c75-4308-bf8e-485dc46337e6",
"1810366c-c5ff-4e43-a9f5-d9f29598271d","BART_036.basePlot.vst","2023-08-14","vst_BART_2023","D01","BART","BART_036","41_400","NEON.PLA.D01.BART.04977A","2","ok","multi-bole tree","Live, disease damaged",6.3,130,"noChange",,,,,,,,,,,,,,,,,,,,,"Disease; Bole Damaged by beech bark disease. Minor crown damage","0009-0009-7353-6459","0009-0009-3680-4899","025465e1-4c8a-48f7-ab80-049e9fab4322",
"646e3693-911f-4f9b-8236-8caa83c83db5","BART_036.basePlot.vst","2023-08-14","vst_BART_2023","D01","BART","BART_036","21_400","NEON.PLA.D01.BART.04552","1","ok","single bole tree","Live, disease damaged",30.2,131,"noChange",17.7,,,,8.5,8.0,"Partially shaded",,,,,,,,,,,,,,"Beech bark disease","0009-0009-7353-6459","0009-0009-3680-4899","47be6168-d399-4a3b-ada8-43819c3faa2e",
"d2956568-4076-4481-b427-7a56a0c1eb6e","BART_036.basePlot.vst","2023-08-14","vst_BART_2023","D01","BART","BART_036","41_400","NEON.PLA.D01.BART.04535","1","ok","single bole tree","Live",27.3,130,"noChange",21.4,,,,9.2,6.4,"Partially shaded",,,,,,,,,,,,,,,"0009-0009-7353-6459","0009-0009-3680-4899","19a3a2ff-0cae-45e3-8d51-70f05a7acc15",
"d7a1afa1-b3c1-4100-ac8a-8686300a1607","BART_036.basePlot.vst","2023-08-14","vst_BART_2023","D01","BART","BART_036","21_unknown_1","NEON.PLA.D01.BART.04569","1","ok","sapling","Live, disease damaged",,,"noChange",1.8,,,,,,"Mostly shaded",,1.5,10,,,,,,,,,,,"Beech Bark Disease","0009-0009-7353-6459","0009-0009-3680-4899","81299a1e-ada5-4b19-b2be-e3487a0f59ff",
"5a87720e-fd1a-4e75-b505-d52aab8c2307","BART_036.basePlot.vst","2023-08-14","vst_BART_2023","D01","BART","BART_036","21_unknown_1","NEON.PLA.D01.BART.08026","1","ok","small tree","Live, disease damaged",1.0,130,"noChange",2.1,,,,1.6,1.5,"Mostly shaded",,,,,,,,,,,,,,"Beech bark disease","0009-0009-7353-6459","0009-0009-3680-4899","fc92aad6-05b3-4222-a2ac-38018ab1d5eb",
"f067cf35-3668-4346-ac18-cd7ef5c08aeb","BART_036.basePlot.vst","2023-08-14","vst_BART_2023","D01","BART","BART_036","21_unknown_1","NEON.PLA.D01.BART.04585","1","ok","sapling","Live, disease damaged",,,"noChange",2.0,,,,1.9,1.2,"Mostly shaded",,2.3,10,,,,,,,,,,,"Beech bark disease","0009-0009-7353-6459","0009-0009-3680-4899","e6683afe-e928-407f-8558-568cd24fe6f8",
"8d177506-1bd9-49b9-b042-d264fcb0ede5","BART_036.basePlot.vst","2023-08-14","vst_BART_2023","D01","BART","BART_036","21_unknown_1","NEON.PLA.D01.BART.05502","1","ok","small tree","Live, disease damaged",2.7,129,"noChange",4.4,,,,2.5,2.2,"Partially shaded",,,,,,,,,,,,,,"Beech bark disease","0009-0009-7353-6459","0009-0009-3680-4899","95dbe709-93ea-49e1-ae9e-dad1b1da14d6",
"d8fdd59e-4337-452c-9163-b202fd9fa892","BART_036.basePlot.vst","2023-08-14","vst_BART_2023","D01","BART","BART_036","21_unknown_1","NEON.PLA.D01.BART.04589","1","ok","small tree","Live, disease damaged",2.3,130,"noChange",3.8,,,,2.2,1.8,"Mostly shaded",,,,,,,,,,,,,,"Beech bark disease","0009-0009-7353-6459","0009-0009-3680-4899","e27e0cfd-75a8-41bf-95f6-c52f5c267ea7",
"7e7ccb1c-1f90-4d7b-bc26-edac3479b813","BART_036.basePlot.vst","2023-08-14","vst_BART_2023","D01","BART","BART_036","21_unknown_1","NEON.PLA.D01.BART.08003","1","ok","sapling","Live, disease damaged",,,"noChange",0.8,,,,,,"Mostly shaded",,1.2,10,,,,,,,,,,,"Beech Bark Disease","0009-0009-7353-6459","0009-0009-3680-4899","ee1b6f3e-5e44-4171-ada3-5b90c3383fd5",
"76b10d10-8c6a-4c2c-8f23-45324ee2f89a","BART_036.basePlot.vst","2023-08-14","vst_BART_2023","D01","BART","BART_036","41_400","NEON.PLA.D01.BART.04974","1","ok","multi-bole tree","Live",43.7,170,"noChange",20.9,,,,8.4,7.9,"Full sun",,,,,,,,,,,,,,,"0009-0009-7353-6459","0009-0009-3680-4899","1a98ee3b-6c82-493d-b14d-69a5158f6452",
